Ano,Mês,RO,AC,AM,RR,PA,AP,TO,MA,PI,CE,RN,PB,PE,AL,SE,BA,MG,ES,RJ,SP,PR,SC,RS,MS,MT,GO,DF,Total
2021,Junho,9774,4046,17738,3585,39715,3284,7582,38487,17573,43402,15312,15739,47295,13208,8026,63656,103062,22242,61022,196862,62574,39991,60747,14058,16666,29551,18937,974134.0
2021,Julho,10070,4118,18624,3771,39765,3431,7297,37612,17329,41847,14674,14658,46558,13798,7690,64550,104069,22718,63763,190618,64302,40028,61618,14059,16661,29800,19146,972574.0
2021,Agosto,9605,4279,18560,3996,40902,3314,7111,39496,17221,40658,14757,15191,46931,13270,8038,64824,104379,22654,65759,195944,69491,40684,61605,14071,16640,28759,19667,987806.0
2021,Setembro,9760,4269,17541,3654,40438,2989,6673,37193,17295,40376,14604,15141,45704,13209,7758,62008,100031,21600,60832,189775,64892,39580,59567,13279,15564,26838,20056,950626.0
2021,Outubro,8696,3954,16682,3310,38815,3200,4040,35585,16677,37133,14289,14524,44911,12837,6402,58885,92618,19712,54524,183501,54242,36130,56507,10881,14222,23917,17743,883937.0
2021,Novembro,7080,3064,14393,2892,33804,2358,3319,29924,14570,32342,10904,12629,41604,10974,3813,48539,80865,16544,49234,174435,45681,30559,46864,7160,12507,22634,14410,773102.0
2021,Dezembro,4667,1658,7369,2041,20140,1259,2102,22900,10251,20514,6821,8658,29155,7104,2046,29301,52681,9569,31373,121958,25366,15033,24308,2945,8362,13990,9342,490913.0
2022,Janeiro,10083,4085,17648,3976,41231,3556,7272,39764,18056,41619,14844,15575,46677,12435,8542,66648,109806,21193,61681,198596,66108,40805,62245,15306,16741,28973,19762,993227.0
2022,Fevereiro,9222,3605,15554,3395,36562,3091,6950,35248,15427,38294,14312,13865,43452,12132,7822,61047,97836,19445,57867,183044,63327,39566,56407,14328,15072,26667,17266,910803.0
2022,Março,10489,4218,18136,3937,41673,3383,7780,40965,17978,45569,16649,17182,50136,13502,9324,70355,113321,22188,68832,211526,73699,44932,65744,16046,17552,31408,20394,1056918.0
2022,Abril,10045,4247,17844,3746,41330,3471,7046,39794,17877,44296,16090,16927,48759,12521,8708,67566,108460,21583,63866,200496,71582,44420,64021,16017,17225,30454,19722,1018113.0
2022,Maio,10342,4308,18651,4169,44669,3817,7654,43462,19368,47968,17229,18632,52923,13620,9642,73554,117855,22930,69768,215363,76661,47475,68859,17394,17823,30817,19889,1094842.0
2022,Junho,10090,3977,17812,4348,42382,3527,6832,41411,18270,45188,15701,17024,50075,13615,8795,67353,111518,22861,65285,205421,72431,45349,66900,16461,17099,29023,18737,1037485.0
2022,Julho,9966,4181,18404,4332,41609,3491,6881,40262,17641,43679,15638,16442,50278,13729,9216,70344,113160,22960,68384,209031,72881,44622,66869,16726,16848,29343,18510,1045427.0
2022,Agosto,9974,4116,18586,4674,42436,3543,7503,41846,18538,46400,17059,17264,53001,14526,9422,73613,118661,22927,70342,220458,75067,47304,68167,17058,18621,32247,20021,1093374.0
2022,Setembro,10208,3955,17443,4486,40898,3229,7404,38659,17753,43829,15944,16606,48761,13892,8536,70750,113174,22205,65918,209948,70234,45497,62487,16254,17172,30682,18446,1034370.0
2022,Outubro,9674,4397,17523,4567,42214,3602,7544,38927,17368,44295,15206,17168,50361,13809,8822,70905,113512,23204,68205,212801,71946,45593,64677,16713,17838,31935,18938,1051744.0
2022,Novembro,10142,4560,17143,4365,42194,3511,7489,38537,17305,43566,15065,16980,48245,13476,8904,69155,111727,22326,65114,206949,70292,44627,63829,16996,17314,31701,18359,1029871.0
2022,Dezembro,9692,4483,16449,3983,40899,3454,7294,37488,16644,42384,14362,16459,47924,12455,8874,66709,108724,21898,64316,199871,68319,42359,61136,15711,16621,31229,17978,997715.0
2023,Janeiro,10229,4629,16969,4157,44026,3573,7143,40480,17739,44945,15410,17551,49020,12530,9371,71478,113863,23357,70682,212019,72040,45048,64644,16348,17798,34868,19777,1059694.0
2023,Fevereiro,9670,4215,15833,3744,39002,3571,6728,36727,16595,40443,14345,16366,45131,11009,8737,65338,106037,21652,63428,198653,68066,42709,57348,15597,17530,32653,17803,978930.0
2023,Março,11952,4968,18696,5016,45979,5683,8150,42258,19341,48735,17384,19938,52312,13616,10260,79678,128403,26022,78169,234508,82339,51478,70576,18967,19978,37002,21082,1172490.0
2023,Abril,11813,4817,18330,4486,43344,5830,7886,39180,18201,45992,16024,19265,49939,12878,9707,72643,117121,23296,71599,213401,74721,48092,64949,17284,18816,33762,19552,1082928.0
2023,Maio,12047,5345,19959,4676,47020,7627,8921,42318,20170,51371,18188,20252,54105,14286,10491,80156,127074,25860,78847,233463,82277,52381,71840,18679,20364,36283,21231,1185231.0
2023,Junho,10814,5329,19866,4166,44865,7590,8517,41029,19047,47244,17255,18843,51595,13543,9648,74240,119710,24409,74088,220900,78024,48568,68119,17223,19190,33918,19264,1117004.0
2023,Julho,10857,5149,19550,4427,43108,3677,8261,40252,19296,46044,17465,19734,52414,14476,9992,78177,121239,23766,74690,220499,77292,49292,68555,17945,19835,34237,19725,1119954.0
2023,Agosto,11849,5319,18705,4510,45468,3890,8398,40843,19880,47582,18642,20794,55524,14783,10310,80056,125324,25522,77881,231036,81599,51727,70820,17876,20068,35793,21011,1165210.0
2023,Setembro,10446,4809,15217,3285,43817,3581,8305,38810,19428,44280,16766,18738,51506,13932,9364,72365,117768,23545,72431,213768,76763,47205,63399,16711,18309,33705,19487,1077740.0
2023,Outubro,9085,4699,15040,557,43191,3817,5813,36795,18509,42247,15418,18604,52078,13217,7216,68502,112570,21887,69877,211663,70916,45465,63459,13648,16614,32463,18891,1032241.0
2023,Novembro,6990,4110,12562,254,37179,2953,4433,31897,15360,35396,13952,15459,47160,11099,5220,56583,97492,17679,58750,189877,60873,37788,52929,9425,14070,28393,16199,884082.0
2023,Dezembro,4756,2121,6925,192,23166,1779,2850,23150,9445,23702,8916,10017,32274,6557,3518,34476,61353,10931,37577,141217,37348,20866,28524,4370,9413,18396,9986,573825.0
