UF,anomes,cadunico_tot_fam,cadunico_tot_pes,cadunico_tot_fam_rpc_ate_meio_sm,cadunico_tot_pes_rpc_ate_meio_sm,cadunico_tot_fam_pob,cadunico_tot_pes_pob,cadunico_tot_fam_ext_pob,cadunico_tot_pes_ext_pob,cadunico_tot_fam_pob_e_ext_pob,cadunico_tot_pes_pob_e_ext_pob
DF,201711,171359,513168,148641,475052,34258,121510,68477,213320,102735,334830
DF,201712,174051,519223,150405,479650,34320,121415,69601,216380,103921,337795
DF,201801,175780,523014,151923,483538,34289,121033,70136,217750,104425,338783
DF,201802,177147,525748,152822,485493,34181,120448,70690,218987,104871,339435
DF,201803,165241,488826,141953,450104,30208,105778,67642,209585,97850,315363
DF,201804,165964,490359,142506,451295,30208,105639,68088,210609,98296,316248
DF,201805,166637,491823,142976,452361,30223,105533,68437,211443,98660,316976
DF,201806,168301,495504,144230,455337,30301,105528,69214,213263,99515,318791
DF,201807,170028,499373,145529,458466,30692,106937,71057,219114,101749,326051
DF,201808,154926,455132,133781,420254,28143,97744,69879,215329,98022,313073
DF,201809,156875,459443,135314,423759,28297,97937,70602,216720,98899,314657
DF,201810,159648,465416,137155,428153,28420,97862,70228,214029,98648,311891
DF,201811,162163,470550,138614,431672,28547,98098,70769,215002,99316,313100
DF,201812,148848,428097,125748,390867,24457,83545,67114,204648,91571,288193
DF,201901,152603,435606,127896,396743,24433,83468,68403,208731,92836,292199
DF,201902,154734,440355,129315,400368,24559,83724,69143,210491,93702,294215
DF,201903,156259,443765,130423,403028,24567,83664,69815,211960,94382,295624
DF,201904,151270,429603,125720,389294,22999,78308,67776,206411,90775,284719
DF,201905,154278,436836,128032,395307,23212,78784,69120,209605,92332,288389
DF,201906,158280,446491,131172,403601,23571,79627,71091,214613,94662,294240
DF,201907,162262,455209,133983,410584,23798,80073,72822,218786,96620,298859
DF,201908,167872,467672,137777,420358,24059,80527,75078,224348,99137,304875
DF,201909,158948,435674,128976,389379,21307,70253,73147,217275,94454,287528
DF,201910,164380,448092,132718,399242,21685,71189,75442,222995,97127,294184
DF,201911,167453,454848,134722,404437,21836,71523,76699,226143,98535,297666
DF,201912,170094,460653,136260,408575,21935,71767,77440,228074,99375,299841
DF,202001,171969,464680,138599,414256,22028,72044,77947,229387,99975,301431
DF,202002,164970,444029,132439,396150,20764,67950,77060,227191,97824,295141
DF,202003,167523,449639,134210,400341,20893,68238,77928,229382,98821,297620
DF,202004,167759,450014,134330,400592,20904,68245,77987,229475,98891,297720
DF,202005,167752,449759,134321,400338,20889,68179,78006,229358,98895,297537
DF,202006,168014,450227,134517,400714,20893,68169,78151,229624,99044,297793
DF,202007,168790,451723,135043,401837,20925,68238,78447,230099,99372,298337
DF,202008,170081,454344,135924,403832,20993,68384,78986,231105,99979,299489
DF,202009,170937,455971,136562,405131,21004,68323,79454,231994,100458,300317
DF,202010,171955,458072,137353,406884,21075,68485,80007,233145,101082,301630
DF,202011,160947,429457,128891,382569,19198,62546,77454,226341,96652,288887
DF,202012,161573,430650,129421,383639,19267,62669,77778,226919,97045,289588
ES,201401,456673,1468442,397968,1352504,120629,448698,152559,505557,273188,954255
ES,201402,464576,1485572,400878,1359058,120615,447933,152251,502991,272866,950924
ES,201403,469062,1494652,402830,1362549,120527,446788,151664,499070,272191,945858
ES,201404,471582,1499108,403516,1362943,119948,443800,150899,495341,270847,939141
ES,201405,474150,1503642,404281,1363444,120009,440622,164369,542767,284378,983389
ES,201406,478343,1512238,406068,1366944,120143,440240,164123,540465,284266,980705
ES,201407,480155,1514564,406401,1365994,119948,438809,163514,537207,283462,976016
ES,201408,483725,1521188,407687,1367608,119916,438213,163047,533634,282963,971847
ES,201409,486078,1519879,407778,1361851,119838,435915,161719,526547,281557,962462
ES,201410,488661,1527218,408138,1364153,119475,435344,161154,524330,280629,959674
ES,201411,490599,1530587,408697,1364457,119325,434492,160850,522305,280175,956797
ES,201412,493328,1536060,409779,1366267,119328,434292,160600,520322,279928,954614
ES,201501,447870,1383163,372626,1234674,100321,366626,144584,464306,244905,830932
ES,201502,450805,1389630,374060,1237914,100394,366453,144639,463752,245033,830205
ES,201503,454491,1398295,375935,1242660,100692,366983,144090,461144,244782,828127
ES,201504,457244,1404212,377340,1245738,101037,367446,143562,458399,244599,825845
ES,201505,461078,1412845,379351,1250542,101089,366955,143582,457443,244671,824398
ES,201506,463636,1418325,380533,1253013,100972,365970,142821,453911,243793,819881
ES,201507,445132,1359765,363684,1196142,95351,344576,136015,431146,231366,775722
ES,201508,448561,1367945,365192,1199913,95303,343771,135015,426619,230318,770390
ES,201509,451051,1373397,366370,1202484,95286,342911,134061,422740,229347,765651
ES,201510,453629,1379220,367868,1205882,95451,342923,133665,420392,229116,763315
ES,201511,456168,1384882,369405,1209458,95579,342772,133628,419612,229207,762384
ES,201512,459492,1393361,371323,1214863,95701,342632,133741,419600,229442,762232
ES,201601,434451,1328342,359792,1183313,90577,325777,122829,392738,213406,718515
ES,201602,436628,1333237,360978,1186175,90786,326213,123366,394020,214152,720233
ES,201603,440122,1341386,362989,1191335,90726,325640,124401,396809,215127,722449
ES,201604,444591,1351114,365579,1197451,90719,324973,125558,399338,216277,724311
ES,201605,447570,1357570,367546,1201973,90677,324257,126716,402154,217393,726411
ES,201606,450483,1364041,369103,1205527,95325,342264,136514,437434,231839,779698
ES,201607,453703,1371859,370960,1210461,95131,341022,137188,439074,232319,780096
ES,201608,456262,1377638,372305,1213536,90381,321305,128105,404761,218486,726066
ES,201609,458828,1383232,358038,1175806,90455,320915,128555,405410,219010,726325
ES,201610,462172,1390796,359193,1178377,90367,319722,128706,404646,219073,724368
ES,201611,464188,1395362,359795,1179730,90398,319349,128442,403032,218840,722381
ES,201612,430497,1301974,333555,1099493,84025,297241,120909,380499,204934,677740
ES,201701,432784,1307085,356513,1159677,87266,310505,130740,415124,218006,725629
ES,201702,434156,1309763,357388,1161257,87277,310320,131301,416184,218578,726504
ES,201703,436582,1315023,359043,1164965,87338,309933,132492,419228,219830,729161
ES,201704,440338,1323558,361664,1171083,87345,309096,134326,424048,221671,733144
ES,201705,444186,1331833,364221,1176936,87414,308478,135646,426883,223060,735361
ES,201706,447185,1337779,365888,1180224,87173,306715,135978,426492,223151,733207
ES,201707,450524,1344148,367635,1183407,86932,305173,136829,427922,223761,733095
ES,201708,454892,1353438,370088,1189063,87001,304557,138032,430414,225033,734971
ES,201709,392573,1168512,320133,1030119,74550,260660,126593,397126,201143,657786
ES,201710,400143,1185313,324511,1041335,74882,261142,129166,403622,204048,664764
ES,201711,406671,1199331,328087,1050216,74981,260948,131469,409444,206450,670392
ES,201712,415626,1217715,331657,1059659,74748,259799,133654,415129,208402,674928
ES,201801,422687,1232931,336075,1071431,74764,259561,135260,418852,210024,678413
ES,201802,426986,1242883,338792,1078035,74839,259480,136996,422912,211835,682392
ES,201803,408292,1185856,322169,1023375,68862,237672,133321,410763,202183,648435
ES,201804,416956,1207383,327390,1037448,69290,238485,135569,416348,204859,654833
ES,201805,425961,1229344,333347,1053053,69859,239693,138797,424408,208656,664101
ES,201806,432672,1245956,337893,1065350,70265,240507,141110,430422,211375,670929
ES,201807,437447,1257542,341066,1073659,72137,246928,144783,442191,216920,689119
ES,201808,409260,1176248,320466,1007906,68356,233978,142716,436019,211072,669997
ES,201809,416646,1193411,325097,1019517,68806,234622,144387,439098,213193,673720
ES,201810,426425,1215978,331135,1034770,68419,232242,144414,435120,212833,667362
ES,201811,432658,1229746,334699,1043366,68849,233256,145438,436387,214287,669643
ES,201812,414733,1175825,319901,996067,64589,218689,141926,426091,206515,644780
ES,201901,421877,1192393,326480,1014459,65625,221912,145902,438470,211527,660382
ES,201902,428687,1208151,330876,1025551,66067,222964,148142,443608,214209,666572
ES,201903,434604,1221996,334829,1035359,66450,223664,149946,447477,216396,671141
ES,201904,430989,1211769,331492,1024979,64970,218461,149069,444904,214039,663365
ES,201905,438866,1230106,336331,1037166,65432,219482,151174,449429,216606,668911
ES,201906,447034,1249201,341227,1049633,65984,221226,153341,453776,219325,675002
ES,201907,453362,1263114,344891,1058488,66470,222384,154715,456194,221185,678578
ES,201908,461664,1281463,349552,1069753,67061,223787,156222,458670,223283,682457
ES,201909,441615,1216926,332393,1012220,63214,210652,152815,447339,216029,657991
ES,201910,451785,1241121,338602,1028414,63980,212735,155477,453290,219457,666025
ES,201911,458775,1257636,342961,1039917,64364,213570,157614,458535,221978,672105
ES,201912,465352,1273464,346947,1050684,64697,214364,159536,463238,224233,677602
ES,202001,468899,1281455,354010,1068007,64816,214614,160458,465392,225274,680006
ES,202002,454747,1238133,342850,1033838,62612,207325,159239,461806,221851,669131
ES,202003,461521,1254006,347185,1043756,62917,208062,160746,465379,223663,673441
ES,202004,463878,1259275,348708,1047366,63073,208386,161358,466631,224431,675017
ES,202005,469297,1271656,352975,1057642,63801,210171,162941,469909,226742,680080
ES,202006,475162,1285225,357516,1068445,64353,211405,164878,474023,229231,685428
ES,202007,480329,1296525,361546,1077389,64894,212438,166750,477705,231644,690143
ES,202008,486845,1311194,366570,1089093,65438,213490,169253,482971,234691,696461
ES,202009,491871,1322119,370415,1097611,65882,214352,170899,485836,236781,700188
ES,202010,498690,1337093,375090,1108249,66299,215128,172865,489373,239164,704501
ES,202011,481051,1288818,363217,1071358,63611,206289,170373,481985,233984,688274
ES,202012,486260,1300264,366974,1079863,64016,206954,172121,485515,236137,692469
GO,201401,826947,2504555,696426,2287389,208546,744315,287621,941533,496167,1685848
GO,201402,837025,2524147,701813,2298607,209170,744879,287100,936777,496270,1681656
GO,201403,847776,2545891,707936,2312123,210113,746352,286556,931293,496669,1677645
GO,201404,856751,2563621,712143,2321056,210265,745099,285453,925302,495718,1670401
GO,201405,845721,2519333,698557,2272405,201299,705377,303079,985227,504378,1690604
GO,201406,852338,2529813,700767,2275246,201364,704893,301571,977095,502935,1681988
GO,201407,858794,2542637,704163,2282959,202538,708351,301441,974515,503979,1682866
GO,201408,867541,2560531,708801,2293838,203925,712445,301738,972766,505663,1685211
GO,201409,875344,2572426,712744,2299504,205106,714773,301602,968892,506708,1683665
GO,201410,881480,2588215,715444,2308855,205928,718340,301313,967380,507241,1685720
GO,201411,885082,2594684,716580,2311049,206432,719895,300365,962929,506797,1682824
GO,201412,889130,2600822,717802,2312112,206881,720626,298938,956730,505819,1677356
GO,201501,813418,2378337,659394,2125478,176329,622320,274175,874583,450504,1496903
GO,201502,820187,2393350,662936,2134643,177390,625363,273349,870476,450739,1495839
GO,201503,827755,2409297,666429,2143304,178465,628154,271739,863480,450204,1491634
GO,201504,832516,2419188,668945,2149206,179625,631458,270584,858522,450209,1489980
GO,201505,840265,2435353,672868,2158864,180604,634022,269380,852720,449984,1486742
GO,201506,846072,2446117,675023,2162494,180583,632523,265386,836621,445969,1469144
GO,201507,807145,2326641,639207,2045888,167457,584869,249905,785394,417362,1370263
GO,201508,813430,2340334,641666,2052516,168219,586691,247286,775429,415505,1362120
GO,201509,820244,2354095,644707,2059541,169335,589517,245167,767076,414502,1356593
GO,201510,826890,2367720,648094,2067138,170468,592223,243448,759894,413916,1352117
GO,201511,833132,2379846,651093,2073725,171225,593585,242995,757250,414220,1350835
GO,201512,839801,2393225,654006,2080302,172006,595498,242958,755871,414964,1351369
GO,201601,782562,2258494,626696,2007197,162974,567340,222050,708007,385024,1275347
GO,201602,788647,2271547,630063,2015576,163438,568232,223939,712908,387377,1281140
GO,201603,795800,2287282,634592,2026889,164476,570832,225938,717760,390414,1288592
GO,201604,804070,2305697,639818,2039962,165294,572864,228257,723294,393551,1296158
GO,201605,810331,2319449,643756,2049725,165883,574076,229892,727203,395775,1301279
GO,201606,817918,2333889,647392,2057118,170860,594590,246334,783037,417194,1377627
GO,201607,825274,2348611,651239,2065856,170984,593849,246916,782993,417900,1376842
GO,201608,830581,2358940,653713,2070850,166588,572929,228851,718349,395439,1291278
GO,201609,833710,2364257,625979,2003225,166670,571827,228139,714846,394809,1286673
GO,201610,838481,2372762,625729,2001230,166934,571495,225694,705006,392628,1276501
GO,201611,842098,2378276,625519,1999758,167544,572207,223592,697231,391136,1269438
GO,201612,788170,2241214,585778,1883177,159076,543009,207768,651417,366844,1194426
GO,201701,791633,2249067,627504,1983870,162351,559522,226803,715221,389154,1274743
GO,201702,797896,2261767,631185,1991623,162956,560258,228627,719702,391583,1279960
GO,201703,806709,2280065,636918,2004842,164075,562402,230460,723516,394535,1285918
GO,201704,819726,2306226,644857,2022559,165180,563644,232840,728482,398020,1292126
GO,201705,830270,2326924,651137,2036088,165645,563072,233610,728097,399255,1291169
GO,201706,838637,2342437,655894,2045055,166840,564505,231734,719051,398574,1283556
GO,201707,847387,2359493,660778,2055506,167978,566626,231982,717790,399960,1284416
GO,201708,856233,2377057,665702,2066200,169143,568911,232339,716748,401482,1285659
GO,201709,763038,2122993,594327,1848859,151867,509492,215288,669534,367155,1179026
GO,201710,778339,2153741,602023,1867886,153321,512877,217558,674858,370879,1187735
GO,201711,790369,2176116,606838,1879639,153856,513804,219297,679152,373153,1192956
GO,201712,807198,2207121,612903,1894338,154183,513777,221178,683455,375361,1197232
GO,201801,818011,2228489,619083,1910427,154297,513248,221777,684045,376074,1197293
GO,201802,826740,2246854,623700,1921303,154883,513709,224030,689911,378913,1203620
GO,201803,797861,2167734,598962,1846630,146416,483958,216218,667353,362634,1151311
GO,201804,808516,2190660,605801,1862772,147444,486459,218732,672349,366176,1158808
GO,201805,822239,2220671,614630,1884020,148675,489185,222575,681479,371250,1170664
GO,201806,830766,2238553,619897,1896346,149379,490631,223870,683338,373249,1173969
GO,201807,837720,2252069,624223,1905265,152469,501073,228355,696070,380824,1197143
GO,201808,780521,2097186,583307,1778872,144659,474515,222737,679830,367396,1154345
GO,201809,792284,2122464,590546,1796355,145926,477438,223949,680244,369875,1157682
GO,201810,804112,2147572,597708,1813185,144895,472189,222003,669267,366898,1141456
GO,201811,813221,2165334,602054,1823269,145230,472490,222820,669736,368050,1142226
GO,201812,775396,2057046,571407,1728770,136530,444445,215483,647478,352013,1091923
GO,201901,787450,2081754,580307,1752691,138449,451052,221745,666922,360194,1117974
GO,201902,799506,2109051,587436,1770983,139355,453047,224382,673221,363737,1126268
GO,201903,808582,2129770,593257,1785713,140336,455630,225842,675422,366178,1131052
GO,201904,796889,2097064,582372,1753478,135661,440268,222906,667289,358567,1107557
GO,201905,806245,2117210,587877,1766928,136122,441368,225507,672791,361629,1114159
GO,201906,817844,2142193,594630,1784060,137037,443476,228600,680175,365637,1123651
GO,201907,826908,2159437,598951,1793727,137268,443634,229678,681281,366946,1124915
GO,201908,840706,2187697,604580,1807771,137536,443841,231145,683377,368681,1127218
GO,201909,799336,2060458,568774,1693291,128445,413937,225848,667087,354293,1081024
GO,201910,814028,2092452,576241,1712891,129397,416396,228513,673353,357910,1089749
GO,201911,824543,2115658,581698,1727456,129875,417336,231064,680112,360939,1097448
GO,201912,837302,2144473,588313,1745227,130404,418604,233761,687225,364165,1105829
GO,202001,845036,2160934,601784,1775799,130778,419550,234928,690316,365706,1109866
GO,202002,815394,2082925,579711,1713752,126209,404767,233842,687845,360051,1092612
GO,202003,827442,2109594,587658,1731059,127210,407192,235984,693292,363194,1100484
GO,202004,830455,2115002,589663,1734909,127595,407974,236827,694521,364422,1102495
GO,202005,835521,2124658,593810,1743230,128102,408441,239038,699095,367140,1107536
GO,202006,840444,2134284,597612,1751020,128806,409825,240680,702248,369486,1112073
GO,202007,844276,2141214,600511,1756475,129258,410546,241816,704281,371074,1114827
GO,202008,849165,2150483,604232,1763843,129928,411744,243244,706966,373172,1118710
GO,202009,853685,2158359,607450,1769698,130546,412535,244154,708084,374700,1120619
GO,202010,862250,2175146,613081,1781425,131334,413701,245794,711075,377128,1124776
GO,202011,822343,2076929,587453,1707137,125355,395008,240701,697527,366056,1092535
GO,202012,828697,2089803,591893,1716672,126011,396256,242323,700950,368334,1097206
MA,201401,1466172,4670513,1358139,4526424,171588,579298,1045725,3561975,1217313,4141273
MA,201402,1473763,4678264,1362588,4529965,172868,581531,1045563,3554618,1218431,4136149
MA,201403,1483196,4691245,1367915,4537410,173617,581970,1046043,3550204,1219660,4132174
MA,201404,1491941,4703317,1373508,4544967,174306,581934,1046986,3546365,1221292,4128299
MA,201405,1499372,4712770,1377787,4549944,162969,536344,1077042,3637145,1240011,4173489
MA,201406,1509081,4727070,1383413,4558676,163546,537537,1079240,3636914,1242786,4174451
MA,201407,1518782,4742212,1389591,4569409,164186,538673,1082887,3642208,1247073,4180881
MA,201408,1531642,4762262,1397434,4583401,164961,540007,1087890,3650646,1252851,4190653
MA,201409,1538970,4772278,1402326,4590079,166140,542842,1089876,3650519,1256016,4193361
MA,201410,1546235,4788442,1407092,4602711,167252,545908,1091983,3655975,1259235,4201883
MA,201411,1553951,4803145,1412210,4613997,168383,548311,1094557,3661569,1262940,4209880
MA,201412,1560180,4815046,1415995,4622608,169593,551500,1095478,3663004,1265071,4214504
MA,201501,1448255,4498569,1319204,4329811,140311,459338,1038888,3490145,1179199,3949483
MA,201502,1454582,4512010,1323622,4340485,141513,461992,1040183,3493292,1181696,3955284
MA,201503,1460242,4524172,1327913,4350344,142757,464884,1041029,3494071,1183786,3958955
MA,201504,1464593,4533274,1330836,4357332,143691,467415,1041395,3493360,1185086,3960775
MA,201505,1469903,4544109,1334292,4365461,143532,466626,1042938,3495784,1186470,3962410
MA,201506,1473758,4547458,1335570,4364701,144855,472234,1035934,3465026,1180789,3937260
MA,201507,1430903,4428592,1298151,4251513,139590,458337,1004443,3358487,1144033,3816824
MA,201508,1436449,4438514,1300543,4256575,142169,467926,997640,3331329,1139809,3799255
MA,201509,1440484,4443317,1302047,4257512,144389,476451,992360,3308955,1136749,3785406
MA,201510,1444955,4449592,1304085,4260133,146588,484797,988587,3292178,1135175,3776975
MA,201511,1449959,4456358,1306900,4263809,147771,487712,988246,3288266,1136017,3775978
MA,201512,1456984,4469629,1311201,4273106,148247,487977,990306,3293260,1138553,3781237
MA,201601,1425039,4412863,1293909,4240229,144762,480262,969648,3255741,1114410,3736003
MA,201602,1432052,4427394,1299490,4252726,143451,476041,975286,3272155,1118737,3748196
MA,201603,1441824,4448323,1307200,4270760,141757,469603,982914,3293917,1124671,3763520
MA,201604,1453398,4473824,1316351,4292929,140560,465126,990307,3314654,1130867,3779780
MA,201605,1466022,4501976,1327138,4318614,140366,463035,997180,3334126,1137546,3797161
MA,201606,1477086,4522149,1335643,4334900,138668,468041,1019588,3398442,1158256,3866483
MA,201607,1490398,4547629,1346460,4356670,139156,467942,1021366,3398275,1160522,3866217
MA,201608,1499596,4563027,1353072,4368014,142451,465821,1000190,3326506,1142641,3792327
MA,201609,1509368,4579577,1334989,4330945,143155,467034,1002188,3327663,1145343,3794697
MA,201610,1519943,4597376,1338865,4337130,144814,471555,1001476,3319496,1146290,3791051
MA,201611,1527109,4610996,1341376,4342601,146785,476798,999925,3312662,1146710,3789460
MA,201612,1460571,4456165,1287864,4201304,139899,458073,963941,3212079,1103840,3670152
MA,201701,1470690,4476214,1337275,4299164,129930,436844,993844,3302401,1123774,3739245
MA,201702,1478968,4491329,1344145,4312293,129425,433704,998105,3313061,1127530,3746765
MA,201703,1487228,4507685,1350959,4326674,129169,431146,1003875,3328150,1133044,3759296
MA,201704,1497626,4521525,1359026,4337278,128797,426988,1011166,3340699,1139963,3767687
MA,201705,1506949,4535301,1365956,4347639,128885,424941,1015265,3344972,1144150,3769913
MA,201706,1515282,4543548,1371535,4351780,129375,424768,1014790,3331022,1144165,3755790
MA,201707,1524334,4557925,1377904,4362294,130180,425234,1017774,3334243,1147954,3759477
MA,201708,1533619,4572603,1384044,4372469,131317,426594,1019909,3335775,1151226,3762369
MA,201709,1427067,4324092,1298360,4149436,116894,383111,974206,3222024,1091100,3605135
MA,201710,1443840,4353885,1309816,4171935,117740,383709,981812,3236888,1099552,3620597
MA,201711,1459223,4381863,1319493,4192338,118178,383549,988086,3250483,1106264,3634032
MA,201712,1477575,4413492,1328952,4212650,118242,382553,993134,3260270,1111376,3642823
MA,201801,1491832,4436104,1337721,4229263,118601,383752,995653,3258703,1114254,3642455
MA,201802,1502860,4456377,1344806,4243925,118900,383430,999254,3264781,1118154,3648211
MA,201803,1458936,4355500,1309440,4152194,111518,362235,978813,3210308,1090331,3572543
MA,201804,1472288,4380035,1318918,4171120,112066,362615,984736,3222556,1096802,3585171
MA,201805,1489843,4413466,1331913,4198148,112800,362345,993582,3242574,1106382,3604919
MA,201806,1502035,4436210,1340578,4215811,113845,364507,997369,3247993,1111214,3612500
MA,201807,1510878,4448491,1346558,4223907,115587,371406,1003492,3259602,1119079,3631008
MA,201808,1448183,4295925,1299143,4091333,108751,349883,988276,3216167,1097027,3566050
MA,201809,1461731,4315837,1308478,4105187,110851,354678,989481,3209453,1100332,3564131
MA,201810,1481043,4348825,1321302,4128886,114480,362341,988228,3194083,1102708,3556424
MA,201811,1501302,4379249,1334910,4150292,116623,367704,988411,3184399,1105034,3552103
MA,201812,1467439,4272616,1301413,4043871,111629,353248,962393,3101610,1074022,3454858
MA,201901,1489938,4311413,1315882,4075092,109227,346281,971011,3124783,1080238,3471064
MA,201902,1504168,4337064,1324464,4092805,109780,346396,974311,3131501,1084091,3477897
MA,201903,1514658,4354962,1330933,4105116,110622,348806,976099,3130728,1086721,3479534
MA,201904,1497830,4316635,1316217,4068482,107971,340902,966217,3106170,1074188,3447072
MA,201905,1507706,4333732,1322741,4080813,108418,341460,970429,3112778,1078847,3454238
MA,201906,1518710,4353672,1329577,4095058,108876,341630,975104,3122372,1083980,3464002
MA,201907,1527887,4365176,1333650,4099925,109406,342218,976545,3120871,1085951,3463089
MA,201908,1541843,4384988,1339320,4108824,110346,343479,977438,3117101,1087784,3460580
MA,201909,1499895,4266453,1298987,3993492,104569,325375,959362,3065776,1063931,3391151
MA,201910,1515654,4295280,1306865,4011657,105890,328162,962154,3070754,1068044,3398916
MA,201911,1527615,4319127,1313088,4027760,106487,328762,965565,3080353,1072052,3409115
MA,201912,1540090,4343400,1319783,4044098,106977,329078,969097,3088980,1076074,3418058
MA,202001,1547784,4358560,1329186,4064052,107116,328925,970957,3094136,1078073,3423061
MA,202002,1495569,4237817,1284819,3955488,101529,312390,956082,3060764,1057611,3373154
MA,202003,1505066,4257087,1290695,3968429,101949,312734,958357,3067686,1060306,3380420
MA,202004,1508134,4260448,1292574,3970128,102137,312776,959641,3068622,1061778,3381398
MA,202005,1510301,4261114,1294398,3970385,102252,312639,960969,3068483,1063221,3381122
MA,202006,1513977,4266978,1297350,3975239,102765,313403,962270,3070003,1065035,3383406
MA,202007,1519036,4273739,1301008,3979813,104364,318142,960005,3056971,1064369,3375113
MA,202008,1525592,4283371,1305106,3985586,106354,323735,956291,3039560,1062645,3363295
MA,202009,1530698,4286323,1308620,3986244,107677,326681,955952,3030489,1063629,3357170
MA,202010,1537978,4294575,1313707,3991398,109266,329303,957766,3028951,1067032,3358254
MA,202011,1489018,4186366,1276273,3899139,105098,317567,943543,2992728,1048641,3310295
MA,202012,1495385,4196197,1280943,3906590,106106,318988,946416,2997494,1052522,3316482
MG,201401,2753530,8822516,2373721,8122495,661489,2502002,961832,3219056,1623321,5721058
MG,201402,2767250,8838991,2377826,8119534,656989,2480848,961570,3208736,1618559,5689584
MG,201403,2788124,8870990,2385736,8125760,653068,2459363,960194,3192762,1613262,5652125
MG,201404,2807746,8902605,2393315,8134024,650321,2443038,959477,3180518,1609798,5623556
MG,201405,2822838,8926678,2399600,8140656,654831,2441347,1029561,3428128,1684392,5869475
MG,201406,2842966,8956157,2406315,8144473,652855,2428931,1029442,3416805,1682297,5845736
MG,201407,2860139,8984269,2412629,8151310,652080,2422575,1029891,3409707,1681971,5832282
MG,201408,2881192,9016728,2420049,8157093,651020,2414569,1029459,3396354,1680479,5810923
MG,201409,2894576,9013625,2423147,8134595,649174,2397752,1026974,3374050,1676148,5771802
MG,201410,2909368,9054847,2427512,8153875,647720,2395742,1027277,3372321,1674997,5768063
MG,201411,2920742,9069966,2430483,8152080,646486,2388497,1026385,3362437,1672871,5750934
MG,201412,2932654,9086469,2433547,8151052,644975,2380399,1024223,3349794,1669198,5730193
MG,201501,2605341,8011140,2155796,7196716,508376,1899407,921175,2994676,1429551,4894083
MG,201502,2623734,8047702,2162933,7210088,507832,1893570,919894,2985857,1427726,4879427
MG,201503,2645796,8092261,2172511,7228508,507711,1887342,917470,2970657,1425181,4857999
MG,201504,2659727,8118260,2177815,7236794,507362,1882282,914805,2956105,1422167,4838387
MG,201505,2675962,8149971,2184925,7249517,505505,1871387,911804,2938482,1417309,4809869
MG,201506,2689514,8170392,2187654,7245821,501941,1852298,899179,2885328,1401120,4737626
MG,201507,2547302,7710816,2061937,6809948,458819,1682971,850975,2719153,1309794,4402124
MG,201508,2567712,7755997,2070520,6829044,458204,1675485,844299,2690540,1302503,4366025
MG,201509,2583153,7787854,2077152,6842227,458618,1672819,839579,2670201,1298197,4343020
MG,201510,2596930,7814836,2083283,6853489,459194,1672253,836617,2655711,1295811,4327964
MG,201511,2608779,7836937,2088718,6862824,459097,1668969,836615,2652147,1295712,4321116
MG,201512,2622362,7861767,2094039,6870974,458358,1663685,838637,2653762,1296995,4317447
MG,201601,2470597,7487420,2022964,6680134,432257,1576868,786963,2533699,1219220,4110567
MG,201602,2483691,7514913,2030247,6696028,431414,1572957,793408,2550057,1224822,4123014
MG,201603,2504139,7558711,2042833,6724705,430151,1565199,803095,2575362,1233246,4140561
MG,201604,2526161,7608061,2057191,6759280,428814,1557981,814079,2604232,1242893,4162213
MG,201605,2542880,7646255,2068304,6786783,428192,1553374,822079,2626314,1250271,4179688
MG,201606,2561100,7681810,2076628,6802445,452968,1661366,865064,2774690,1318032,4436056
MG,201607,2580056,7722068,2086087,6822498,451187,1650075,868226,2777744,1319413,4427819
MG,201608,2595353,7751687,2091637,6830666,424851,1527608,823387,2610245,1248238,4137853
MG,201609,2608635,7778452,2010603,6614097,424935,1524260,824352,2607305,1249287,4131565
MG,201610,2623393,7805643,2010472,6606261,424635,1518415,820634,2585148,1245269,4103563
MG,201611,2633993,7825428,2009529,6599921,425334,1517034,817160,2569058,1242494,4086092
MG,201612,2451519,7331872,1867794,6168411,395372,1410417,774073,2440205,1169445,3850622
MG,201701,2463370,7356940,1996374,6504589,407889,1479084,827594,2619380,1235483,4098464
MG,201702,2481625,7395598,2008568,6531487,407551,1474058,836927,2643865,1244478,4117923
MG,201703,2501909,7438838,2022635,6563239,408048,1471834,846666,2668158,1254714,4139992
MG,201704,2530444,7496197,2041815,6603590,408317,1466780,858530,2694538,1266847,4161318
MG,201705,2553275,7542068,2056631,6633995,408108,1460947,864677,2702518,1272785,4163465
MG,201706,2573826,7577840,2068262,6652226,407082,1450535,862259,2678908,1269341,4129443
MG,201707,2599031,7627676,2080674,6677141,407366,1446677,866800,2684336,1274166,4131013
MG,201708,2622011,7671501,2091383,6697661,407214,1442057,871285,2690949,1278499,4133006
MG,201709,2361616,6914911,1886143,6047659,358256,1268341,828524,2570988,1186780,3839329
MG,201710,2411833,7016648,1910111,6103733,359570,1269066,841842,2601412,1201412,3870478
MG,201711,2456515,7103193,1928503,6146662,359792,1266957,852493,2626103,1212285,3893060
MG,201712,2501280,7188750,1943886,6181966,359360,1263243,860180,2641218,1219540,3904461
MG,201801,2533118,7251259,1963568,6229105,358722,1258358,863771,2641924,1222493,3900282
MG,201802,2557003,7301825,1976655,6257772,358556,1255394,870685,2654389,1229241,3909783
MG,201803,2469311,7039210,1902588,6013186,332687,1160886,853550,2596882,1186237,3757768
MG,201804,2500680,7108021,1922220,6059468,333633,1160987,865108,2623487,1198741,3784474
