UF,anomes,cadunico_tot_fam,cadunico_tot_pes,cadunico_tot_fam_rpc_ate_meio_sm,cadunico_tot_pes_rpc_ate_meio_sm,cadunico_tot_fam_pob,cadunico_tot_pes_pob,cadunico_tot_fam_ext_pob,cadunico_tot_pes_ext_pob,cadunico_tot_fam_pob_e_ext_pob,cadunico_tot_pes_pob_e_ext_pob
PA,201802,1492300,4588126,1312692,4329104,192386,627930,874212,3004440,1066598,3632370
PA,201803,1456086,4487036,1279090,4229778,183354,598202,858063,2954997,1041417,3553199
PA,201804,1474037,4522962,1292136,4258201,184748,600053,866448,2973642,1051196,3573695
PA,201805,1496951,4568052,1309004,4294054,186468,602022,877575,2998449,1064043,3600471
PA,201806,1512809,4598319,1320445,4317319,188011,605378,883478,3007825,1071489,3613203
PA,201807,1523689,4617780,1328218,4331819,190153,611980,893145,3033916,1083298,3645896
PA,201808,1469354,4473864,1286934,4206855,182367,586573,881886,2999130,1064253,3585703
PA,201809,1486653,4505009,1299807,4231247,185189,592703,885285,3000173,1070474,3592876
PA,201810,1513149,4555526,1320038,4272316,189468,602217,886128,2987146,1075596,3589363
PA,201811,1533125,4591999,1334418,4300378,192055,607903,890730,2992623,1082785,3600526
PA,201812,1504898,4497122,1309619,4211141,185268,584298,878912,2951006,1064180,3535304
PA,201901,1534741,4550459,1333942,4260383,185691,581176,894063,2993884,1079754,3575060
PA,201902,1555611,4590391,1350221,4293254,187430,583216,902820,3013152,1090250,3596368
PA,201903,1569821,4617053,1361075,4314734,189145,587301,907455,3019195,1096600,3606496
PA,201904,1560573,4586678,1353921,4286292,185479,574048,906014,3010760,1091493,3584808
PA,201905,1579339,4621426,1368663,4314919,186912,576137,914793,3027553,1101705,3603690
PA,201906,1598617,4658746,1383376,4345446,188480,578643,923264,3045302,1111744,3623945
PA,201907,1613631,4683689,1393071,4363023,189625,580099,926976,3049704,1116601,3629803
PA,201908,1629899,4711264,1401763,4379812,191169,583238,928268,3047960,1119437,3631198
PA,201909,1586345,4577770,1361794,4253994,182300,554455,914929,3004863,1097229,3559318
PA,201910,1609630,4624849,1376442,4288261,184334,558610,921476,3018938,1105810,3577548
PA,201911,1625318,4658221,1386503,4313345,185057,559382,926886,3032870,1111943,3592252
PA,201912,1641310,4692017,1396784,4338672,185864,560172,932250,3046387,1118114,3606559
PA,202001,1651055,4712233,1410863,4368320,186345,560829,934868,3052703,1121213,3613532
PA,202002,1615469,4618958,1381592,4287400,180421,541657,927977,3034582,1108398,3576239
PA,202003,1628782,4647289,1390864,4307953,181275,542519,931589,3044499,1112864,3587018
PA,202004,1636084,4660478,1396092,4317861,182029,543549,934386,3049437,1116415,3592986
PA,202005,1639706,4665491,1399194,4322125,182445,543913,936176,3051593,1118621,3595506
PA,202006,1644339,4672900,1402952,4328293,183163,545048,937622,3053160,1120785,3598208
PA,202007,1651171,4683714,1408217,4336786,184154,546372,939815,3055918,1123969,3602290
PA,202008,1660390,4698990,1415367,4349018,185515,548637,942893,3060317,1128408,3608954
PA,202009,1668067,4708529,1421044,4355551,186854,550761,944704,3059137,1131558,3609898
PA,202010,1677927,4722654,1427755,4365027,188741,554238,946434,3058188,1135175,3612426
PA,202011,1631474,4609578,1392720,4269245,182409,535923,932368,3019953,1114777,3555876
PA,202012,1641249,4625356,1399937,4281276,184398,539840,935157,3022912,1119555,3562752
PB,201401,834671,2536330,774752,2446159,112285,395178,544496,1714118,656781,2109296
PB,201402,839442,2543480,777777,2450548,111792,392508,546458,1716617,658250,2109125
PB,201403,844024,2549996,780500,2454159,111224,389276,547650,1716814,658874,2106090
PB,201404,847339,2554720,782363,2456425,110811,386929,548094,1715275,658905,2102204
PB,201405,851067,2560612,784662,2459953,107954,371587,564018,1766427,671972,2138014
PB,201406,856139,2568632,787346,2464001,107696,370207,565416,1767473,673112,2137680
PB,201407,860098,2575627,789699,2468286,107469,368948,567014,1770163,674483,2139111
PB,201408,866521,2586297,793723,2474866,107284,367524,569806,1774256,677090,2141780
PB,201409,870455,2589838,796036,2475832,107171,366018,571249,1774601,678420,2140619
PB,201410,874047,2597959,798095,2481455,107002,365422,572920,1778824,679922,2144246
PB,201411,877106,2603126,799705,2484292,106724,364064,574293,1781706,681017,2145770
PB,201412,880270,2608969,801344,2487495,106667,363345,575359,1783972,682026,2147317
PB,201501,797974,2390061,731042,2288994,83389,291176,542646,1691438,626035,1982614
PB,201502,802001,2397940,733419,2294148,83538,290738,543738,1693476,627276,1984214
PB,201503,806013,2405443,735876,2299109,83939,290792,544313,1693535,628252,1984327
PB,201504,809068,2411318,737706,2303031,84165,290575,544555,1693345,628720,1983920
PB,201505,811942,2416184,739382,2305789,83635,288135,544889,1692186,628524,1980321
PB,201506,814196,2416753,739942,2303317,84128,289200,539158,1668034,623286,1957234
PB,201507,785339,2340284,717229,2233837,79919,274807,523036,1614149,602955,1888956
PB,201508,788960,2345879,718716,2235760,80325,274986,520937,1604913,601262,1879899
PB,201509,791854,2350345,720120,2237787,80871,276173,519889,1599933,600760,1876106
PB,201510,794331,2353525,721286,2238801,81471,277830,519595,1597233,601066,1875063
PB,201511,799203,2360110,722769,2240207,81379,276943,519790,1596177,601169,1873120
PB,201512,802672,2365650,724625,2243030,80865,274370,521390,1599555,602255,1873925
PB,201601,782139,2325276,712745,2219359,77728,265899,510221,1578611,587949,1844510
PB,201602,785738,2331693,715221,2223983,76858,262817,513355,1586011,590213,1848828
PB,201603,790364,2340137,718617,2230513,75793,258565,517230,1595482,593023,1854047
PB,201604,795491,2349186,722492,2237575,74726,254473,521495,1604973,596221,1859446
PB,201605,799659,2356853,725513,2243413,74232,252296,524451,1611682,598683,1863978
PB,201606,803648,2360845,727637,2244326,77812,271976,533069,1635095,610881,1907071
PB,201607,807875,2367642,730095,2248190,77299,269059,533923,1634940,611222,1903999
PB,201608,812060,2372602,732172,2249578,74629,249327,523853,1599473,598482,1848800
PB,201609,815293,2376838,720943,2221983,74952,249225,524253,1597804,599205,1847029
PB,201610,818123,2379224,720691,2217993,75631,249965,520852,1583517,596483,1833482
PB,201611,820541,2381899,720014,2214409,76856,252387,517082,1570076,593938,1822463
PB,201612,780377,2279011,685843,2118572,72107,236256,496844,1512478,568951,1748734
PB,201701,783674,2284056,707817,2167073,68681,236506,512279,1554968,580960,1791474
PB,201702,787806,2290226,710807,2171417,67987,233213,515930,1563123,583917,1796336
PB,201703,792416,2297100,714121,2176329,67642,231297,519399,1569872,587041,1801169
PB,201704,798167,2305126,718210,2181788,67060,227958,522946,1575317,590006,1803275
PB,201705,802616,2311262,721267,2185558,66664,225691,524707,1575909,591371,1801600
PB,201706,806934,2314461,723518,2184805,66967,225266,523124,1563290,590091,1788556
PB,201707,811601,2321137,726082,2187749,67087,224420,524178,1563212,591265,1787632
PB,201708,817104,2328973,729277,2191707,67339,223991,525578,1563470,592917,1787461
PB,201709,760067,2181830,681399,2058535,58024,193173,504387,1509859,562411,1703032
PB,201710,769309,2196861,686739,2067900,57551,190959,508976,1518656,566527,1709615
PB,201711,779040,2212886,691308,2076951,57047,189035,512818,1526562,569865,1715597
PB,201712,790890,2231467,695544,2085318,56180,186105,515949,1532140,572129,1718245
PB,201801,799445,2245902,700467,2095484,56143,185782,517566,1532945,573709,1718727
PB,201802,805691,2256950,704413,2102844,56062,185142,519965,1536398,576027,1721540
PB,201803,785074,2201343,686420,2050022,51854,171526,510805,1508617,562659,1680143
PB,201804,793231,2215476,692448,2060936,52126,171753,515219,1516226,567345,1687979
PB,201805,802832,2232197,699441,2073778,52022,170442,520931,1527156,572953,1697598
PB,201806,809013,2242064,703764,2080944,52334,170890,523178,1528986,575512,1699876
PB,201807,812840,2246135,706443,2083245,54199,179172,525004,1529290,579203,1708462
PB,201808,773635,2139263,677543,1993453,49965,164282,518132,1507165,568097,1671447
PB,201809,781529,2151091,682899,2001563,50801,166424,520055,1505930,570856,1672354
PB,201810,792959,2170718,690235,2015053,51672,166960,521471,1502813,573143,1669773
PB,201811,803163,2186382,695290,2023372,52274,167985,522547,1501238,574821,1669223
PB,201812,788580,2141461,679759,1978306,49390,159148,513009,1474276,562399,1633424
PB,201901,800097,2163739,687591,1997166,48328,156944,517772,1485616,566100,1642560
PB,201902,808121,2178962,692740,2007758,48374,156417,520508,1490236,568882,1646653
PB,201903,813558,2187804,696482,2013983,48632,157162,522095,1490187,570727,1647349
PB,201904,805303,2165789,688722,1991969,46900,151681,517120,1476203,564020,1627884
PB,201905,812517,2178144,693928,2001209,47209,152058,520482,1480997,567691,1633055
PB,201906,819592,2190903,698810,2010579,47332,152068,523774,1486733,571106,1638801
PB,201907,824482,2198606,701373,2014967,47410,152000,524787,1487259,572197,1639259
PB,201908,833438,2213339,705435,2022196,47497,151865,525980,1486516,573477,1638381
PB,201909,812791,2152314,686447,1964911,44605,142987,519097,1466813,563702,1609800
PB,201910,822344,2170105,692063,1976815,44931,143336,522238,1472565,567169,1615901
PB,201911,829559,2184566,696393,1986842,45053,143425,524792,1478182,569845,1621607
PB,201912,836331,2198764,700570,1996834,45151,143524,527211,1483676,572362,1627200
PB,202001,841133,2209219,706825,2011028,45409,144139,528512,1486857,573921,1630996
PB,202002,822618,2164631,692163,1973982,43770,138588,524352,1478478,568122,1617066
PB,202003,829655,2178997,697501,1984125,44146,139206,526600,1483554,570746,1622760
PB,202004,832840,2183881,699935,1987894,44515,139848,527960,1485127,572475,1624975
PB,202005,836271,2189021,702916,1992456,44957,140693,529510,1486586,574467,1627279
PB,202006,837602,2191061,703964,1994058,45096,140958,530026,1486987,575122,1627945
PB,202007,839355,2193739,705341,1996181,45330,141395,530543,1487324,575873,1628719
PB,202008,842156,2198428,707414,1999778,45699,142169,531228,1487844,576927,1630013
PB,202009,845355,2201588,709880,2001906,46126,142743,532196,1486877,578322,1629620
PB,202010,849552,2207738,713157,2006760,46544,143340,534091,1489035,580635,1632375
PB,202011,827711,2157498,698140,1967398,44911,138709,527792,1474497,572703,1613206
PB,202012,831109,2163766,700896,1972669,45264,139248,529389,1477394,574653,1616642
PE,201401,1909464,5567889,1793199,5396201,313164,994664,1198233,3650613,1511397,4645277
PE,201402,1916263,5575474,1797046,5398789,314632,997453,1194634,3632802,1509266,4630255
PE,201403,1923416,5582662,1800642,5400006,315626,998235,1190937,3614110,1506563,4612345
PE,201404,1928683,5586343,1803268,5399210,315547,995702,1188609,3599675,1504156,4595377
PE,201405,1935249,5593522,1807080,5401837,306156,947444,1231843,3730398,1537999,4677842
PE,201406,1944823,5605871,1812916,5408177,306738,947884,1232849,3724430,1539587,4672314
PE,201407,1952930,5618031,1818290,5415592,306773,947164,1235405,3724926,1542178,4672090
PE,201408,1965564,5637404,1827038,5428714,307453,948103,1239859,3727285,1547312,4675388
PE,201409,1973360,5641709,1831780,5428084,308695,949185,1239009,3715255,1547704,4664440
PE,201410,1983555,5664906,1838746,5445726,310184,953713,1240967,3717756,1551151,4671469
PE,201411,1991878,5678729,1843901,5454400,311004,954878,1242230,3717303,1553234,4672181
PE,201412,2003599,5698152,1849988,5464729,311913,956426,1241871,3711715,1553784,4668141
PE,201501,1811175,5207246,1672960,5001767,246881,781261,1158873,3482811,1405754,4264072
PE,201502,1822859,5229423,1679713,5015471,247472,781509,1159689,3482756,1407161,4264265
PE,201503,1833340,5248543,1686442,5028142,249323,784833,1159330,3477830,1408653,4262663
PE,201504,1841824,5264852,1692069,5039727,250907,787850,1159289,3474973,1410196,4262823
PE,201505,1852834,5285665,1698862,5053518,250554,785378,1160220,3473167,1410774,4258545
PE,201506,1861668,5298106,1702621,5056899,251523,787465,1150511,3433850,1402034,4221315
