ibge,anomes,cadunico_tot_fam,cadunico_tot_pes,cadunico_tot_fam_rpc_ate_meio_sm,cadunico_tot_pes_rpc_ate_meio_sm,cadunico_tot_fam_pob,cadunico_tot_pes_pob,cadunico_tot_fam_ext_pob,cadunico_tot_pes_ext_pob,cadunico_tot_fam_pob_e_ext_pob,cadunico_tot_pes_pob_e_ext_pob
350400,202107,8391,20180,5863,16063,1462,4287,1626,4348,3088,8635
350410,202107,10518,28682,7769,23470,1505,5014,3088,8595,4593,13609
350420,202107,849,2238,577,1663,89,276,142,349,231,625
350430,202107,718,1881,575,1662,72,229,355,952,427,1181
350440,202107,2126,5196,1728,4609,133,359,1127,2947,1260,3306
350450,202107,6595,17949,5101,15355,1085,3601,2095,5908,3180,9509
350460,202107,1862,4748,1058,3142,154,470,382,1034,536,1504
350470,202107,262,656,205,559,11,36,144,377,155,413
350480,202107,1031,2475,682,1891,127,409,188,422,315,831
350490,202107,2029,5194,1442,4236,316,961,474,1268,790,2229
350500,202107,679,1785,503,1476,62,196,239,653,301,849
350510,202107,1251,3135,939,2585,95,294,572,1483,667,1777
350520,202107,2288,6770,1787,5816,268,964,784,2298,1052,3262
350530,202107,2986,7410,2251,6018,234,718,1342,3314,1576,4032
350535,202107,1529,4079,1323,3789,176,552,832,2309,1008,2861
350540,202107,2082,4760,1556,4003,178,448,991,2463,1169,2911
350550,202107,8686,21179,6038,16787,617,2053,3474,8869,4091,10922
350560,202107,3943,10831,3160,9491,269,865,2070,6003,2339,6868
350570,202107,25809,70478,21031,61474,3562,11545,11073,30827,14635,42372
350580,202107,2148,5640,1334,3983,342,1114,269,656,611,1770
350590,202107,5229,13857,3852,10832,489,1545,2286,5921,2775,7466
350600,202107,36048,82419,22633,59488,3253,9709,10512,25242,13765,34951
350610,202107,7212,19254,5163,15260,784,2570,2547,7029,3331,9599
350620,202107,437,1087,264,814,24,73,151,440,175,513
350630,202107,1531,3841,1127,3146,73,262,741,1904,814,2166
350635,202107,9859,23676,7382,19829,920,2717,4596,11760,5516,14477
350640,202107,938,2475,502,1521,71,207,145,393,216,600
350650,202107,8923,23321,6207,18039,1090,3427,2471,6667,3561,10094
350660,202107,4666,11921,3604,10174,559,1564,1969,5577,2528,7141
350670,202107,1816,4807,1485,4327,173,507,957,2810,1130,3317
350680,202107,1124,2988,779,2368,132,417,323,935,455,1352
350690,202107,1337,3407,949,2753,157,483,496,1407,653,1890
350700,202107,5010,12475,3650,10364,761,2468,1590,4310,2351,6778
350710,202107,2985,8001,2519,7187,443,1458,1338,3482,1781,4940
350715,202107,792,2233,664,2017,82,300,349,972,431,1272
350720,202107,162,427,120,355,18,56,45,114,63,170
350730,202107,647,1738,548,1564,27,94,404,1088,431,1182
350740,202107,1762,4590,1214,3506,198,612,433,1145,631,1757
350745,202107,599,1475,343,1007,29,110,149,396,178,506
350750,202107,10512,26908,8123,22814,1381,4519,3835,9665,5216,14184
350760,202107,15603,38020,11415,30897,2196,6622,5099,12360,7295,18982
350770,202107,1099,2658,669,1916,46,142,407,1128,453,1270
350775,202107,728,1670,505,1343,60,152,247,673,307,825
350780,202107,2437,5796,1749,4822,305,985,586,1883,891,2868
350790,202107,2134,5594,1367,4150,251,811,378,951,629,1762
350800,202107,3643,10224,3130,9344,248,845,2181,6308,2429,7153
350810,202107,2952,7015,2259,6018,421,1029,1037,2825,1458,3854
350820,202107,978,2261,579,1560,76,225,269,651,345,876
350830,202107,897,2453,519,1628,79,249,154,398,233,647
350840,202107,3449,9913,2621,8376,560,2013,1188,3459,1748,5472
350850,202107,8186,22097,6475,19039,1205,3838,3223,8897,4428,12735
350860,202107,3754,9798,3229,9087,111,396,2500,6975,2611,7371
350870,202107,2639,7292,1972,6233,253,883,1124,3459,1377,4342
350880,202107,1380,3851,1091,3288,277,885,275,776,552,1661
350890,202107,558,1449,357,1028,53,164,131,329,184,493
350900,202107,8011,21090,5295,15507,984,3154,2114,5653,3098,8807
350910,202107,941,2237,812,2044,96,252,588,1451,684,1703
350920,202107,12695,30710,10781,27660,398,1261,8939,22101,9337,23362
350925,202107,4276,11362,3077,9242,554,1805,1502,4175,2056,5980
350930,202107,1525,3916,1072,3052,67,201,677,1881,744,2082
350940,202107,2312,5973,1775,5106,176,584,1119,3053,1295,3637
350945,202107,880,2438,671,2036,105,345,337,939,442,1284
350950,202107,93283,235180,72470,196867,8753,25904,45414,117704,54167,143608
350960,202107,6652,17716,5158,14959,620,2041,3067,8458,3687,10499
350970,202107,3624,9954,2592,8070,737,2521,575,1531,1312,4052
350980,202107,670,1793,535,1538,133,401,246,700,379,1101
350990,202107,1860,5040,1387,4283,314,1092,512,1494,826,2586
350995,202107,836,2564,755,2404,60,225,525,1612,585,1837
351000,202107,2918,7587,2017,5968,372,1145,713,2056,1085,3201
351010,202107,352,861,232,659,29,92,117,316,146,408
351015,202107,874,2567,713,2225,108,371,339,952,447,1323
351020,202107,8900,23816,6806,20245,1458,4294,3166,9266,4624,13560
351030,202107,2943,8547,2364,7428,330,1142,1301,3950,1631,5092
351040,202107,5248,12796,4401,11535,211,650,3616,9221,3827,9871
351050,202107,17143,41185,12492,34095,2324,6703,5779,15553,8103,22256
351060,202107,50793,125458,39173,105855,3781,11297,26706,69518,30487,80815
351070,202107,1390,3381,770,2342,189,624,124,359,313,983
351080,202107,2820,6673,2030,5742,199,674,1379,3704,1578,4378
351090,202107,331,941,243,782,46,152,70,229,116,381
351100,202107,2728,7232,1787,5366,378,1201,515,1564,893,2765
351110,202107,6374,16016,4229,12125,650,2068,1926,5172,2576,7240
351120,202107,754,1934,533,1553,69,219,204,571,273,790
351130,202107,1242,3125,577,1747,99,314,150,404,249,718
351140,202107,2303,6303,1719,5205,329,1130,751,2004,1080,3134
351150,202107,2818,7937,1924,6016,256,904,720,2015,976,2919
351160,202107,1110,3377,811,2686,150,539,202,551,352,1090
351170,202107,1376,3720,1178,3376,79,253,848,2333,927,2586
351190,202107,1044,2864,716,2211,127,383,266,780,393,1163
351200,202107,1653,3883,1238,3287,87,267,880,2194,967,2461
351210,202107,1626,3938,1037,2848,79,253,603,1517,682,1770
351220,202107,3431,9438,2944,8647,287,854,1989,5753,2276,6607
351230,202107,1878,4936,1409,4113,247,816,682,1811,929,2627
351240,202107,2467,6176,1523,4252,330,1011,551,1375,881,2386
351250,202107,1124,2908,669,2011,76,243,256,757,332,1000
351260,202107,936,2312,681,1855,145,405,248,631,393,1036
351270,202107,493,1333,384,1113,40,133,192,482,232,615
351280,202107,3983,10222,3087,8568,626,1777,1375,3678,2001,5455
351290,202107,1261,3078,889,2443,118,356,541,1422,659,1778
351300,202107,19440,51523,13605,40490,2274,7386,6119,17266,8393,24652
351310,202107,3598,8617,2745,7310,147,502,2053,5194,2200,5696
351320,202107,975,2748,715,2232,118,396,241,668,359,1064
351330,202107,500,1201,410,1036,21,66,290,654,311,720
351340,202107,6437,17871,5203,15700,1219,3807,2332,7022,3551,10829
351350,202107,11840,29071,9780,25852,903,2554,7226,18567,8129,21121
351360,202107,3920,10231,3225,9204,677,2105,1430,3765,2107,5870
351370,202107,2099,5729,1413,4313,314,1033,434,1200,748,2233
351380,202107,49322,116940,35006,92408,4072,11637,20693,52082,24765,63719
351385,202107,411,1027,169,502,30,87,51,122,81,209
351390,202107,1381,3320,858,2554,114,398,501,1401,615,1799
351400,202107,976,2657,808,2328,101,296,523,1458,624,1754
351410,202107,2701,7344,1950,5900,332,1005,776,2296,1108,3301
351420,202107,489,1160,276,786,34,95,162,425,196,520
351430,202107,973,2547,776,2224,59,169,546,1510,605,1679
351440,202107,3565,9254,2382,6862,421,1270,663,1653,1084,2923
351450,202107,1781,4642,1191,3565,242,816,219,496,461,1312
351460,202107,919,2341,731,2051,142,400,428,1183,570,1583
351470,202107,1243,3095,987,2679,84,290,657,1668,741,1958
351480,202107,2574,7395,2041,6491,359,1269,899,2649,1258,3918
351490,202107,2106,5788,1809,5263,61,246,1490,4191,1551,4437
351492,202107,357,952,295,818,7,21,226,610,233,631
351495,202107,191,483,148,403,15,35,87,236,102,271
351500,202107,40291,96753,30866,81309,4270,11871,19072,48096,23342,59967
351510,202107,13099,31811,9557,25875,1083,3383,6056,15587,7139,18970
351512,202107,497,1302,363,1012,64,190,126,322,190,512
351515,202107,3332,7400,2112,5510,371,1092,602,1644,973,2736
351518,202107,2541,6280,1688,4787,209,665,949,2403,1158,3068
351519,202107,688,1857,430,1348,81,262,68,188,149,450
351520,202107,1353,3310,602,1779,54,184,279,734,333,918
351530,202107,364,946,214,631,36,114,94,232,130,346
351535,202107,1872,4558,1358,3674,204,603,699,1769,903,2372
351540,202107,2711,6661,1829,5077,218,703,815,1987,1033,2690
351550,202107,7445,18228,5065,13951,477,1505,2891,7357,3368,8862
351560,202107,458,1303,351,1090,81,268,100,282,181,550
351565,202107,251,701,202,610,40,132,56,141,96,273
351570,202107,22349,58130,17142,47962,1653,5014,10930,29294,12583,34308
351580,202107,235,599,134,411,14,44,57,179,71,223
351590,202107,523,1173,279,748,23,87,163,388,186,475
351600,202107,1397,3686,1071,3073,119,374,596,1598,715,1972
351610,202107,784,1837,486,1308,26,75,282,713,308,788
351620,202107,24067,62295,17531,51253,2673,8896,8207,21713,10880,30609
351630,202107,29823,76116,24054,66411,2974,8819,15605,41392,18579,50211
351640,202107,18387,47037,14491,40164,1329,4327,9896,26050,11225,30377
351650,202107,370,978,183,584,21,65,55,162,76,227
351660,202107,753,2062,492,1507,74,232,105,273,179,505
351670,202107,6214,16379,4103,11854,858,2466,1692,4564,2550,7030
351680,202107,435,1209,283,883,38,128,74,187,112,315
351685,202107,394,1118,317,995,85,274,101,295,186,569
351690,202107,1159,2870,646,1862,89,295,290,737,379,1032
351700,202107,1332,3267,972,2666,188,532,484,1245,672,1777
351710,202107,792,2086,581,1700,52,177,325,853,377,1030
351720,202107,1477,3754,989,2912,159,514,410,1108,569,1622
351730,202107,978,2545,811,2291,63,212,507,1360,570,1572
351740,202107,3550,8794,2838,7447,476,1374,1464,3491,1940,4865
351750,202107,1476,3738,913,2758,149,476,392,1117,541,1593
351760,202107,3370,9289,2501,7607,484,1686,1010,2751,1494,4437
351770,202107,1903,5398,1540,4721,261,846,867,2551,1128,3397
351780,202107,1230,3079,745,2184,101,350,290,776,391,1126
351790,202107,1411,3358,1126,2980,176,480,650,1752,826,2232
351800,202107,540,1226,271,718,33,93,107,237,140,330
351810,202107,1102,2859,923,2600,58,146,639,1713,697,1859
351820,202107,2704,7436,1919,5933,485,1629,457,1289,942,2918
351830,202107,4644,12198,3585,10370,293,1003,2306,6334,2599,7337
351840,202107,9084,24335,6856,20291,885,2970,3829,10499,4714,13469
351850,202107,1570,4257,1040,3204,150,522,370,966,520,1488
351860,202107,2767,7777,2126,6597,320,1121,1183,3630,1503,4751
351870,202107,24465,61348,18223,51145,4253,12388,7597,21427,11850,33815
351880,202107,141675,355308,107118,296941,21125,65107,54618,142981,75743,208088
351885,202107,948,2496,744,2159,53,192,496,1374,549,1566
351890,202107,874,2239,558,1707,109,361,109,287,218,648
351900,202107,1162,3012,892,2605,117,333,536,1547,653,1880
351905,202107,462,1249,328,989,27,92,166,438,193,530
351907,202107,21792,56096,17058,47841,1834,5732,11058,29658,12892,35390
351910,202107,1727,4362,1218,3298,79,243,726,1760,805,2003
351920,202107,912,2423,687,1985,106,341,284,740,390,1081
351925,202107,932,2408,715,2018,88,291,376,968,464,1259
351930,202107,3335,9122,2985,8487,541,1562,2025,5663,2566,7225
351940,202107,1127,2837,814,2297,126,383,400,1112,526,1495
351950,202107,1752,3899,1326,3280,63,183,960,2277,1023,2460
351960,202107,5249,13013,3827,10507,836,2448,1713,4379,2549,6827
351970,202107,7472,21444,5915,18775,876,3185,3320,10107,4196,13292
351980,202107,1039,2430,682,1853,93,293,381,935,474,1228
351990,202107,1526,3553,1108,2926,47,173,547,1288,594,1461
352000,202107,2767,7710,2389,6933,247,823,1594,4330,1841,5153
352010,202107,2377,6150,1931,5419,512,1608,421,1208,933,2816
352020,202107,1409,3805,1087,3273,146,504,554,1558,700,2062
352030,202107,5986,15505,4657,13323,816,2533,2386,6565,3202,9098
352040,202107,3546,9086,2515,7069,392,1204,942,2316,1334,3520
352042,202107,3257,7757,2210,6091,368,1157,1098,2870,1466,4027
352044,202107,2150,5576,1289,3968,197,689,263,751,460,1440
352050,202107,13257,34553,8800,25890,2030,6830,1797,4480,3827,11310
352060,202107,757,1993,562,1629,88,284,240,628,328,912
352070,202107,945,1901,612,1466,57,152,324,697,381,849
352080,202107,495,1244,287,831,33,110,97,252,130,362
352090,202107,1550,4493,1290,3992,154,546,627,1765,781,2311
352100,202107,3543,9716,2840,8405,571,1851,1255,3555,1826,5406
352110,202107,648,1835,489,1529,96,313,198,566,294,879
352115,202107,555,1486,462,1336,59,191,278,790,337,981
352120,202107,914,2623,740,2278,72,202,444,1274,516,1476
352130,202107,2146,5833,1443,4163,220,642,608,1622,828,2264
352140,202107,1180,3185,843,2525,142,438,380,1102,522,1540
352150,202107,910,2367,709,2036,78,240,491,1375,569,1615
352160,202107,1033,2505,746,2048,64,221,428,1118,492,1339
352170,202107,3060,8013,2434,6813,273,851,1563,4101,1836,4952
352180,202107,2432,6445,1830,5378,413,1379,571,1471,984,2850
352190,202107,1285,3410,1023,3007,180,472,529,1625,709,2097
352200,202107,326,968,235,785,35,135,83,272,118,407
352210,202107,20792,47910,16320,41938,919,2671,12830,32233,13749,34904
352215,202107,696,1746,581,1573,82,239,347,910,429,1149
352220,202107,22607,54428,16028,43104,2641,7881,8081,19818,10722,27699
352230,202107,15400,43124,11962,36742,2795,9517,4263,12002,7058,21519
352240,202107,10335,26212,7915,22245,1675,5261,3477,9099,5152,14360
352250,202107,23729,64879,19101,57067,2803,9000,11826,34593,14629,43593
352260,202107,5063,12400,3463,9356,498,1535,2002,4861,2500,6396
352265,202107,955,2606,844,2452,84,267,596,1675,680,1942
352270,202107,1458,4280,1088,3505,222,768,382,1151,604,1919
352280,202107,2471,6087,1856,5205,189,623,1119,2936,1308,3559
352290,202107,1239,3471,1006,3035,132,442,536,1454,668,1896
352300,202107,882,2340,609,1776,81,274,323,872,404,1146
352310,202107,43537,114119,32616,95328,7558,22625,14581,42784,22139,65409
352320,202107,6865,17433,5335,14609,715,2210,2952,7247,3667,9457
352330,202107,2334,6028,1790,5263,270,940,1043,2853,1313,3793
352340,202107,6393,16571,4759,13614,715,2342,2454,6439,3169,8781
352350,202107,2291,6374,1789,5275,158,567,1092,2971,1250,3538
352360,202107,1297,3388,1066,2985,82,274,798,2150,880,2424
352370,202107,1126,3100,976,2850,17,69,800,2287,817,2356
352380,202107,856,2271,640,1895,136,408,219,631,355,1039
352390,202107,15250,36977,10463,28611,1652,4923,5745,14824,7397,19747
352400,202107,3633,9928,2969,8706,607,2075,1386,3777,1993,5852
352410,202107,3449,8701,2632,7342,225,749,1641,4375,1866,5124
352420,202107,841,2038,599,1687,117,347,224,584,341,931
352430,202107,8548,20757,6226,16730,1079,3311,3204,8060,4283,11371
352440,202107,19259,51320,14534,42282,3451,10410,5259,14807,8710,25217
352450,202107,792,1896,409,1246,59,199,151,429,210,628
352460,202107,3101,8314,2179,6671,407,1372,920,2631,1327,4003
352470,202107,3439,8626,2624,7319,274,885,1671,4414,1945,5299
352480,202107,4266,9988,2874,7515,406,1243,1404,3206,1810,4449
352490,202107,799,2251,644,1980,102,346,293,838,395,1184
352500,202107,10683,27135,7249,20767,2830,8909,826,1356,3656,10265
352510,202107,3985,10733,2986,8967,558,1814,1432,4119,1990,5933
352520,202107,2986,7615,2322,6525,375,1205,1354,3459,1729,4664
352530,202107,11212,28299,7668,21669,1291,4143,2877,6958,4168,11101
352540,202107,605,1742,451,1416,66,218,162,459,228,677
352550,202107,1039,2821,735,2246,123,433,266,714,389,1147
352560,202107,591,1614,457,1361,70,230,242,658,312,888
352570,202107,2485,6934,1614,5071,373,1275,193,458,566,1733
352580,202107,648,1662,542,1470,44,136,374,966,418,1102
352585,202107,343,911,252,751,20,78,157,421,177,499
352590,202107,13398,34614,9432,27197,2201,6955,4406,11767,6607,18722
352600,202107,1949,5226,1533,4474,140,438,979,2713,1119,3151
352610,202107,2872,7838,2156,6620,415,1438,906,2590,1321,4028
352620,202107,5804,14420,4422,12456,1202,3453,1812,5142,3014,8595
352630,202107,862,2101,643,1792,108,338,304,789,412,1127
352640,202107,3117,7852,2256,6323,227,651,1301,3487,1528,4138
352650,202107,613,1707,426,1305,58,187,166,484,224,671
352660,202107,1118,3213,926,2828,99,322,576,1713,675,2035
352670,202107,9981,26508,6769,20219,1574,5142,2112,5767,3686,10909
352680,202107,3384,9751,2353,7435,377,1391,1092,3052,1469,4443
352690,202107,28231,69629,22195,59540,1261,4018,16014,41155,17275,45173
352700,202107,630,1541,478,1342,139,435,163,446,302,881
352710,202107,5344,13646,3837,10938,892,2785,1613,4251,2505,7036
352720,202107,8296,21974,6507,18710,2241,6682,1929,5156,4170,11838
352725,202107,595,1392,341,942,23,67,180,463,203,530
352730,202107,5625,16204,5111,15057,580,1845,2333,5987,2913,7832
352740,202107,2356,5589,1789,4769,173,536,1088,2726,1261,3262
352750,202107,437,1082,274,788,43,140,115,287,158,427
352760,202107,1784,4850,1391,4087,104,292,798,2348,902,2640
352770,202107,899,2384,629,1863,116,364,254,705,370,1069
352780,202107,662,1834,471,1442,98,269,121,387,219,656
352790,202107,449,1180,328,944,24,72,143,362,167,434
352800,202107,1282,3803,898,2911,232,779,126,333,358,1112
352810,202107,1203,2791,776,2054,135,374,449,1118,584,1492
352820,202107,472,1309,342,1079,67,206,73,223,140,429
352830,202107,604,1518,286,865,25,77,79,196,104,273
352840,202107,4093,11403,3348,10084,993,3283,1200,3411,2193,6694
352850,202107,11272,27035,7833,21506,1980,5990,2698,6606,4678,12596
352860,202107,1090,2981,836,2535,146,469,320,925,466,1394
352870,202107,906,2211,633,1678,55,167,391,984,446,1151
352880,202107,1755,4136,1229,3224,207,561,588,1479,795,2040
352885,202107,315,854,243,734,27,81,141,412,168,493
352890,202107,709,1699,468,1204,50,143,268,597,318,740
352900,202107,18648,47828,12434,35670,2005,6086,5349,14377,7354,20463
352910,202107,423,1105,249,747,23,69,86,222,109,291
352920,202107,2710,6812,2003,5628,114,354,1398,3798,1512,4152
352930,202107,5933,15728,4475,12920,756,2433,2192,5881,2948,8314
352940,202107,22806,60363,16780,48089,2994,9317,8126,21901,11120,31218
352950,202107,580,1510,361,1102,92,289,73,204,165,493
352960,202107,761,1998,445,1348,65,216,127,307,192,523
352965,202107,227,629,144,464,38,119,36,105,74,224
352970,202107,3034,7192,2352,6067,225,633,1582,3988,1807,4621
352980,202107,1382,3579,1089,3146,250,804,559,1563,809,2367
352990,202107,4410,11847,3331,10061,639,2079,1654,4800,2293,6879
353000,202107,499,1338,291,856,41,135,73,169,114,304
353010,202107,2675,6540,1770,4887,329,1060,779,1929,1108,2989
353020,202107,3622,9222,2195,6322,301,961,764,2081,1065,3042
353030,202107,4689,11612,3236,9107,716,2186,952,2516,1668,4702
353040,202107,669,1506,470,1216,104,266,216,545,320,811
353050,202107,5329,14908,3801,11813,694,2309,1733,5152,2427,7461
353060,202107,49937,125687,41415,112168,2690,8594,31414,82198,34104,90792
353070,202107,10191,28538,7494,22769,1292,4323,3308,9154,4600,13477
353080,202107,4344,11675,2879,8837,509,1804,1136,3011,1645,4815
353090,202107,612,1777,491,1531,33,112,316,945,349,1057
353100,202107,303,802,145,452,24,78,41,107,65,185
353110,202107,7658,19766,6149,17654,1347,3959,3045,9144,4392,13103
353120,202107,419,1018,324,867,39,128,168,394,207,522
353130,202107,2656,6140,1679,4469,400,1179,580,1378,980,2557
353140,202107,2769,6758,2016,5506,99,328,1450,3793,1549,4121
353150,202107,1649,4000,1184,3252,241,677,494,1289,735,1966
353160,202107,632,1620,461,1345,57,168,206,546,263,714
353170,202107,544,1425,406,1230,76,246,185,574,261,820
353180,202107,10438,25023,8265,21581,809,2327,6005,15154,6814,17481
353190,202107,3479,9168,2786,7793,359,1073,1634,4274,1993,5347
353200,202107,1848,4843,1041,3222,169,586,305,840,474,1426
