UF,anomes,ibge,cadunico_tot_fam,cadunico_tot_pes,cadunico_tot_fam_rpc_ate_meio_sm,cadunico_tot_pes_rpc_ate_meio_sm,cadunico_tot_fam_pob,cadunico_tot_pes_pob,cadunico_tot_fam_ext_pob,cadunico_tot_pes_ext_pob,cadunico_tot_fam_pob_e_ext_pob,cadunico_tot_pes_pob_e_ext_pob
PB,201704,55944004,798167,2305126,718210,2181788,67060,227958.0,522946.0,1575317.0,590006.0,1803275.0
PB,201705,55944004,802616,2311262,721267,2185558,66664,225691.0,524707.0,1575909.0,591371.0,1801600.0
PB,201706,55944004,806934,2314461,723518,2184805,66967,225266.0,523124.0,1563290.0,590091.0,1788556.0
PB,201707,55944004,811601,2321137,726082,2187749,67087,224420.0,524178.0,1563212.0,591265.0,1787632.0
PB,201708,55944004,817104,2328973,729277,2191707,67339,223991.0,525578.0,1563470.0,592917.0,1787461.0
PB,201709,55944004,760067,2181830,681399,2058535,58024,193173.0,504387.0,1509859.0,562411.0,1703032.0
PB,201710,55944004,769309,2196861,686739,2067900,57551,190959.0,508976.0,1518656.0,566527.0,1709615.0
PB,201711,55944004,779040,2212886,691308,2076951,57047,189035.0,512818.0,1526562.0,569865.0,1715597.0
PB,201712,55944004,790890,2231467,695544,2085318,56180,186105.0,515949.0,1532140.0,572129.0,1718245.0
PB,201801,55944004,799445,2245902,700467,2095484,56143,185782.0,517566.0,1532945.0,573709.0,1718727.0
PB,201802,55944004,805691,2256950,704413,2102844,56062,185142.0,519965.0,1536398.0,576027.0,1721540.0
PB,201803,55944004,785074,2201343,686420,2050022,51854,171526.0,510805.0,1508617.0,562659.0,1680143.0
PB,201804,55944004,793231,2215476,692448,2060936,52126,171753.0,515219.0,1516226.0,567345.0,1687979.0
PB,201805,55944004,802832,2232197,699441,2073778,52022,170442.0,520931.0,1527156.0,572953.0,1697598.0
PB,201806,55944004,809013,2242064,703764,2080944,52334,170890.0,523178.0,1528986.0,575512.0,1699876.0
PB,201807,55944004,812840,2246135,706443,2083245,54199,179172.0,525004.0,1529290.0,579203.0,1708462.0
PB,201808,55944004,773635,2139263,677543,1993453,49965,164282.0,518132.0,1507165.0,568097.0,1671447.0
PB,201809,55944004,781529,2151091,682899,2001563,50801,166424.0,520055.0,1505930.0,570856.0,1672354.0
PB,201810,55944004,792959,2170718,690235,2015053,51672,166960.0,521471.0,1502813.0,573143.0,1669773.0
PB,201811,55944004,803163,2186382,695290,2023372,52274,167985.0,522547.0,1501238.0,574821.0,1669223.0
PB,201812,55944004,788580,2141461,679759,1978306,49390,159148.0,513009.0,1474276.0,562399.0,1633424.0
PB,201901,55944004,800097,2163739,687591,1997166,48328,156944.0,517772.0,1485616.0,566100.0,1642560.0
PB,201902,55944004,808121,2178962,692740,2007758,48374,156417.0,520508.0,1490236.0,568882.0,1646653.0
PB,201903,55944004,813558,2187804,696482,2013983,48632,157162.0,522095.0,1490187.0,570727.0,1647349.0
PB,201904,55944004,805303,2165789,688722,1991969,46900,151681.0,517120.0,1476203.0,564020.0,1627884.0
PB,201905,55944004,812517,2178144,693928,2001209,47209,152058.0,520482.0,1480997.0,567691.0,1633055.0
PB,201906,55944004,819592,2190903,698810,2010579,47332,152068.0,523774.0,1486733.0,571106.0,1638801.0
PB,201907,55944004,824482,2198606,701373,2014967,47410,152000.0,524787.0,1487259.0,572197.0,1639259.0
PB,201908,55944004,833438,2213339,705435,2022196,47497,151865.0,525980.0,1486516.0,573477.0,1638381.0
PB,201909,55944004,812791,2152314,686447,1964911,44605,142987.0,519097.0,1466813.0,563702.0,1609800.0
PB,201910,55944004,822344,2170105,692063,1976815,44931,143336.0,522238.0,1472565.0,567169.0,1615901.0
PB,201911,55944004,829559,2184566,696393,1986842,45053,143425.0,524792.0,1478182.0,569845.0,1621607.0
PB,201912,55944004,836331,2198764,700570,1996834,45151,143524.0,527211.0,1483676.0,572362.0,1627200.0
PB,202001,55944004,841133,2209219,706825,2011028,45409,144139.0,528512.0,1486857.0,573921.0,1630996.0
PB,202002,55944004,822618,2164631,692163,1973982,43770,138588.0,524352.0,1478478.0,568122.0,1617066.0
PB,202003,55944004,829655,2178997,697501,1984125,44146,139206.0,526600.0,1483554.0,570746.0,1622760.0
PB,202004,55944004,832840,2183881,699935,1987894,44515,139848.0,527960.0,1485127.0,572475.0,1624975.0
PB,202005,55944004,836271,2189021,702916,1992456,44957,140693.0,529510.0,1486586.0,574467.0,1627279.0
PB,202006,55944004,837602,2191061,703964,1994058,45096,140958.0,530026.0,1486987.0,575122.0,1627945.0
PB,202007,55944004,839355,2193739,705341,1996181,45330,141395.0,530543.0,1487324.0,575873.0,1628719.0
PB,202008,55944004,842156,2198428,707414,1999778,45699,142169.0,531228.0,1487844.0,576927.0,1630013.0
PB,202009,55944004,845355,2201588,709880,2001906,46126,142743.0,532196.0,1486877.0,578322.0,1629620.0
PB,202010,55944004,849552,2207738,713157,2006760,46544,143340.0,534091.0,1489035.0,580635.0,1632375.0
PB,202011,55944004,827711,2157498,698140,1967398,44911,138709.0,527792.0,1474497.0,572703.0,1613206.0
PB,202012,55944004,831109,2163766,700896,1972669,45264,139248.0,529389.0,1477394.0,574653.0,1616642.0
PB,202104,55944004,858418,2207873,726031,2015786,46221,137535.0,547578.0,1509408.0,593799.0,1646943.0
PB,202105,55944004,864029,2216997,730526,2023275,46488,137548.0,550701.0,1514412.0,597189.0,1651960.0
PB,202106,55944004,868822,2224858,734344,2029694,46907,137892.0,552873.0,1517580.0,599780.0,1655472.0
PB,202107,55944004,874231,2233838,738549,2036917,47481,138544.0,555140.0,1520815.0,602621.0,1659359.0
PB,202108,55944004,879151,2241832,742323,2043242,48102,139472.0,556960.0,1523047.0,605062.0,1662519.0
PB,202109,55944004,884208,2249804,746222,2049625,48652,140211.0,559055.0,1525660.0,607707.0,1665871.0
PB,202110,55944004,889762,2258426,750407,2056239,49191,140899.0,561127.0,1527701.0,610318.0,1668600.0
PB,202111,55944004,906663,2282700,764900,2077192,51587,144386.0,570479.0,1539349.0,622066.0,1683735.0
PB,202112,55944004,916372,2297079,773441,2089902,53595,147771.0,575592.0,1545842.0,629187.0,1693613.0
PE,201401,48252385,1909464,5567889,1793199,5396201,313164,994664.0,1198233.0,3650613.0,1511397.0,4645277.0
PE,201402,48252385,1916263,5575474,1797046,5398789,314632,997453.0,1194634.0,3632802.0,1509266.0,4630255.0
PE,201403,48252385,1923416,5582662,1800642,5400006,315626,998235.0,1190937.0,3614110.0,1506563.0,4612345.0
PE,201404,48252385,1928683,5586343,1803268,5399210,315547,995702.0,1188609.0,3599675.0,1504156.0,4595377.0
PE,201405,48252385,1935249,5593522,1807080,5401837,306156,947444.0,1231843.0,3730398.0,1537999.0,4677842.0
PE,201406,48252385,1944823,5605871,1812916,5408177,306738,947884.0,1232849.0,3724430.0,1539587.0,4672314.0
PE,201407,48252385,1952930,5618031,1818290,5415592,306773,947164.0,1235405.0,3724926.0,1542178.0,4672090.0
PE,201408,48252385,1965564,5637404,1827038,5428714,307453,948103.0,1239859.0,3727285.0,1547312.0,4675388.0
PE,201409,48252385,1973360,5641709,1831780,5428084,308695,949185.0,1239009.0,3715255.0,1547704.0,4664440.0
PE,201410,48252385,1983555,5664906,1838746,5445726,310184,953713.0,1240967.0,3717756.0,1551151.0,4671469.0
PE,201411,48252385,1991878,5678729,1843901,5454400,311004,954878.0,1242230.0,3717303.0,1553234.0,4672181.0
PE,201412,48252385,2003599,5698152,1849988,5464729,311913,956426.0,1241871.0,3711715.0,1553784.0,4668141.0
PE,201501,48252385,1811175,5207246,1672960,5001767,246881,781261.0,1158873.0,3482811.0,1405754.0,4264072.0
PE,201502,48252385,1822859,5229423,1679713,5015471,247472,781509.0,1159689.0,3482756.0,1407161.0,4264265.0
PE,201503,48252385,1833340,5248543,1686442,5028142,249323,784833.0,1159330.0,3477830.0,1408653.0,4262663.0
PE,201504,48252385,1841824,5264852,1692069,5039727,250907,787850.0,1159289.0,3474973.0,1410196.0,4262823.0
PE,201505,48252385,1852834,5285665,1698862,5053518,250554,785378.0,1160220.0,3473167.0,1410774.0,4258545.0
PE,201506,48252385,1861668,5298106,1702621,5056899,251523,787465.0,1150511.0,3433850.0,1402034.0,4221315.0
PE,201507,48252385,1797160,5130821,1642429,4892692,239220,752982.0,1104702.0,3295856.0,1343922.0,4048838.0
PE,201508,48252385,1808281,5151731,1647668,4903012,241444,758387.0,1095696.0,3262131.0,1337140.0,4020518.0
PE,201509,48252385,1815612,5164579,1651168,4909109,243614,763917.0,1089929.0,3241709.0,1333543.0,4005626.0
PE,201510,48252385,1822615,5176394,1655161,4915892,246033,771080.0,1085426.0,3224282.0,1331459.0,3995362.0
PE,201511,48252385,1829256,5187098,1659215,4922237,246774,772347.0,1085270.0,3220541.0,1332044.0,3992888.0
PE,201512,48252385,1837981,5203320,1664694,4932737,247279,771844.0,1086169.0,3220291.0,1333448.0,3992135.0
PE,201601,48252385,1785785,5099225,1632395,4867446,238287,750547.0,1055581.0,3158148.0,1293868.0,3908695.0
PE,201602,48252385,1793045,5112780,1637577,4877538,237232,746965.0,1060870.0,3170409.0,1298102.0,3917374.0
PE,201603,48252385,1803258,5131421,1645482,4892513,235845,741175.0,1068686.0,3187660.0,1304531.0,3928835.0
PE,201604,48252385,1816036,5154862,1655836,4912105,233595,732939.0,1079637.0,3211911.0,1313232.0,3944850.0
PE,201605,48252385,1826813,5174243,1664551,4928205,232132,726558.0,1088674.0,3231975.0,1320806.0,3958533.0
PE,201606,48252385,1836241,5186634,1669911,4933927,231979,742405.0,1119265.0,3318215.0,1351244.0,4060620.0
PE,201607,48252385,1847881,5205269,1677460,4945774,230938,736531.0,1122343.0,3319463.0,1353281.0,4055994.0
PE,201608,48252385,1859277,5223030,1684627,4956131,232116,717462.0,1093007.0,3223219.0,1325123.0,3940681.0
PE,201609,48252385,1868394,5238076,1656861,4891006,233123,717667.0,1095712.0,3225532.0,1328835.0,3943199.0
PE,201610,48252385,1877557,5250868,1659676,4890588,235133,720031.0,1093204.0,3208991.0,1328337.0,3929022.0
PE,201611,48252385,1883048,5258923,1660331,4888818,237699,724793.0,1088398.0,3191311.0,1326097.0,3916104.0
PE,201612,48252385,1792501,5042488,1581619,4684352,224452,686878.0,1043965.0,3071626.0,1268417.0,3758504.0
PE,201701,48252385,1798477,5051910,1634654,4800559,211907,672098.0,1086181.0,3186679.0,1298088.0,3858777.0
PE,201702,48252385,1807460,5066268,1641427,4811431,210985,667663.0,1093003.0,3200844.0,1303988.0,3868507.0
PE,201703,48252385,1817745,5082874,1649605,4824900,210600,664001.0,1100750.0,3216894.0,1311350.0,3880895.0
PE,201704,48252385,1831264,5103695,1660111,4841149,210242,659622.0,1109806.0,3233732.0,1320048.0,3893354.0
PE,201705,48252385,1844807,5124523,1670476,4856946,210582,657328.0,1115299.0,3238362.0,1325881.0,3895690.0
PE,201706,48252385,1858156,5139336,1680086,4865918,211780,656056.0,1114848.0,3220040.0,1326628.0,3876096.0
PE,201707,48252385,1875000,5166251,1691858,4885088,213172,656288.0,1120214.0,3226504.0,1333386.0,3882792.0
PE,201708,48252385,1891551,5192173,1703158,4902911,214678,656801.0,1125191.0,3232170.0,1339869.0,3888971.0
PE,201709,48252385,1763698,4870328,1595812,4612816,192035,587444.0,1082181.0,3126152.0,1274216.0,3713596.0
PE,201710,48252385,1786957,4910764,1611843,4642528,192779,586611.0,1093896.0,3149178.0,1286675.0,3735789.0
PE,201711,48252385,1810157,4949272,1623375,4665351,192399,583514.0,1101922.0,3165284.0,1294321.0,3748798.0
PE,201712,48252385,1844034,5003184,1634327,4688802,191488,579675.0,1106029.0,3170701.0,1297517.0,3750376.0
PE,201801,48252385,1877716,5054252,1645746,4712359,190652,576581.0,1105432.0,3160568.0,1296084.0,3737149.0
PE,201802,48252385,1896856,5085629,1655835,4730408,190319,573941.0,1110858.0,3167699.0,1301177.0,3741640.0
PE,201803,48252385,1859281,4978620,1619643,4623784,178796,537581.0,1095010.0,3119110.0,1273806.0,3656691.0
PE,201804,48252385,1878148,5012271,1633381,4649359,178675,534823.0,1105464.0,3138972.0,1284139.0,3673795.0
PE,201805,48252385,1901494,5053264,1650692,4681085,178324,530899.0,1119292.0,3165536.0,1297616.0,3696435.0
PE,201806,48252385,1915905,5075981,1661105,4697754,178743,530707.0,1125165.0,3171419.0,1303908.0,3702126.0
PE,201807,48252385,1926344,5089080,1668620,4706088,182209,542530.0,1132138.0,3182530.0,1314347.0,3725060.0
PE,201808,48252385,1854998,4898142,1612479,4540187,172378,511739.0,1121082.0,3148107.0,1293460.0,3659846.0
PE,201809,48252385,1874485,4927991,1626517,4561809,174023,514077.0,1127170.0,3150065.0,1301193.0,3664142.0
PE,201810,48252385,1903766,4977471,1647642,4598979,174979,512769.0,1133097.0,3145325.0,1308076.0,3658094.0
PE,201811,48252385,1923001,5006638,1658855,4616525,175784,513496.0,1137404.0,3145347.0,1313188.0,3658843.0
PE,201812,48252385,1885096,4893707,1618523,4504218,165163,483345.0,1118388.0,3092646.0,1283551.0,3575991.0
PE,201901,48252385,1913630,4947193,1636398,4547446,163172,478226.0,1130544.0,3122911.0,1293716.0,3601137.0
PE,201902,48252385,1933094,4982563,1649906,4573426,163160,476300.0,1139892.0,3140510.0,1303052.0,3616810.0
PE,201903,48252385,1947037,5006033,1659862,4590571,163427,476300.0,1145147.0,3145364.0,1308574.0,3621664.0
PE,201904,48252385,1925147,4953496,1641528,4541367,157469,458472.0,1137672.0,3125381.0,1295141.0,3583853.0
PE,201905,48252385,1943401,4985411,1655232,4566201,157495,457069.0,1147827.0,3142509.0,1305322.0,3599578.0
PE,201906,48252385,1961142,5017436,1668502,4591366,157543,455609.0,1157950.0,3161720.0,1315493.0,3617329.0
PE,201907,48252385,1974515,5038357,1676964,4605239,158047,455888.0,1162593.0,3166622.0,1320640.0,3622510.0
PE,201908,48252385,1995052,5070096,1687979,4623129,158242,454422.0,1167646.0,3170763.0,1325888.0,3625185.0
PE,201909,48252385,1940492,4916195,1640002,4482100,148664,426112.0,1154788.0,3133790.0,1303452.0,3559902.0
PE,201910,48252385,1963878,4959357,1655650,4513537,149743,427329.0,1163972.0,3150424.0,1313715.0,3577753.0
PE,201911,48252385,1981042,4993393,1667164,4538717,149900,426361.0,1171525.0,3166628.0,1321425.0,3592989.0
PE,201912,48252385,1998072,5026980,1678376,4563140,150012,425504.0,1178683.0,3181971.0,1328695.0,3607475.0
PE,202001,48252385,2009316,5049907,1693228,4595750,150192,425376.0,1182565.0,3190764.0,1332757.0,3616140.0
PE,202002,48252385,1968896,4950166,1659488,4511846,144523,408754.0,1176368.0,3178197.0,1320891.0,3586951.0
PE,202003,48252385,1984076,4979995,1671991,4534204,145040,408645.0,1182518.0,3192028.0,1327558.0,3600673.0
PE,202004,48252385,1990575,4989184,1676924,4541263,145374,408831.0,1186028.0,3196836.0,1331402.0,3605667.0
PE,202005,48252385,1999546,5004146,1684464,4554155,146022,409762.0,1190726.0,3203753.0,1336748.0,3613515.0
PE,202006,48252385,2005796,5014993,1689681,4563399,146811,410901.0,1193222.0,3207515.0,1340033.0,3618416.0
PE,202007,48252385,2011437,5023411,1694262,4570367,147463,411721.0,1195757.0,3210829.0,1343220.0,3622550.0
PE,202008,48252385,2022029,5040186,1702652,4583997,148885,413912.0,1200329.0,3217415.0,1349214.0,3631327.0
PE,202009,48252385,2031143,5051670,1709708,4592328,150285,415913.0,1203665.0,3218700.0,1353950.0,3634613.0
PE,202010,48252385,2041917,5067083,1717877,4603989,151343,417021.0,1208615.0,3224916.0,1359958.0,3641937.0
PE,202011,48252385,1993459,4954791,1683145,4514489,145712,401610.0,1195947.0,3195273.0,1341659.0,3596883.0
PE,202012,48252385,2002156,4969669,1690195,4526791,146660,402939.0,1200531.0,3203384.0,1347191.0,3606323.0
PE,202104,48252385,2064866,5062605,1749579,4620956,150498,400146.0,1243603.0,3276943.0,1394101.0,3677089.0
PE,202105,48252385,2079281,5082885,1761317,4638006,151549,399951.0,1251798.0,3290113.0,1403347.0,3690064.0
PE,202106,48252385,2091158,5100316,1771097,4652718,152790,400900.0,1258289.0,3300053.0,1411079.0,3700953.0
PE,202107,48252385,2106225,5122540,1783425,4671223,154404,402537.0,1265924.0,3311008.0,1420328.0,3713545.0
PE,202108,48252385,2120067,5143694,1794267,4688103,155915,404274.0,1272210.0,3319806.0,1428125.0,3724080.0
PE,202109,48252385,2134160,5164319,1805385,4704730,157772,406729.0,1278720.0,3328729.0,1436492.0,3735458.0
PE,202110,48252385,2149473,5187035,1817165,4722628,159710,409109.0,1285241.0,3337458.0,1444951.0,3746567.0
PE,202111,48252385,2192275,5245686,1854746,4774457,168126,421749.0,1309123.0,3369035.0,1477249.0,3790784.0
PE,202112,48252385,2215700,5278756,1875269,4803687,173621,430277.0,1321394.0,3385671.0,1495015.0,3815948.0
PI,201401,49407438,732627,2247308,677897,2163040,87827,308592.0,501049.0,1592137.0,588876.0,1900729.0
PI,201402,49407438,737044,2253882,680402,2166305,88161,308791.0,501227.0,1588904.0,589388.0,1897695.0
PI,201403,49407438,741188,2259303,682460,2168046,88125,307616.0,500725.0,1583408.0,588850.0,1891024.0
PI,201404,49407438,744164,2262977,683929,2169011,87970,306169.0,500352.0,1579170.0,588322.0,1885339.0
PI,201405,49407438,746813,2266267,685166,2169946,85235,295066.0,513261.0,1619172.0,598496.0,1914238.0
PI,201406,49407438,750234,2270756,686811,2171461,85264,294840.0,513812.0,1617746.0,599076.0,1912586.0
PI,201407,49407438,753536,2275508,688729,2174000,85452,295145.0,514566.0,1617286.0,600018.0,1912431.0
PI,201408,49407438,758241,2282895,691766,2178664,85770,295603.0,515976.0,1617702.0,601746.0,1913305.0
PI,201409,49407438,761630,2286426,693954,2180100,86039,295463.0,516770.0,1616259.0,602809.0,1911722.0
PI,201410,49407438,764512,2292872,695803,2184799,86295,296115.0,517730.0,1618075.0,604025.0,1914190.0
PI,201411,49407438,767120,2296974,697211,2186838,86235,295542.0,518473.0,1618580.0,604708.0,1914122.0
PI,201412,49407438,769977,2301593,698587,2188887,86357,295519.0,518818.0,1618068.0,605175.0,1913587.0
PI,201501,49407438,709467,2133226,648885,2038587,68524,236866.0,493601.0,1543540.0,562125.0,1780406.0
PI,201502,49407438,712752,2139537,650212,2041369,68740,236954.0,493378.0,1542251.0,562118.0,1779205.0
PI,201503,49407438,715916,2145780,651772,2044706,69157,237547.0,493226.0,1540694.0,562383.0,1778241.0
PI,201504,49407438,717778,2149548,652949,2047350,69396,238008.0,493421.0,1540556.0,562817.0,1778564.0
PI,201505,49407438,719885,2153361,653978,2049318,69210,237093.0,493445.0,1539366.0,562655.0,1776459.0
PI,201506,49407438,721456,2153526,653633,2045967,69264,237344.0,489506.0,1523110.0,558770.0,1760454.0
PI,201507,49407438,698060,2089345,633583,1985219,65885,226339.0,474664.0,1474714.0,540549.0,1701053.0
PI,201508,49407438,701200,2094356,634561,1986217,66802,228857.0,471112.0,1460842.0,537914.0,1689699.0
PI,201509,49407438,703816,2098308,635623,1987486,67539,230807.0,469262.0,1453087.0,536801.0,1683894.0
PI,201510,49407438,705270,2099787,636000,1987182,67781,231566.0,468422.0,1448983.0,536203.0,1680549.0
PI,201511,49407438,707158,2101949,636872,1987734,67808,231079.0,468643.0,1448391.0,536451.0,1679470.0
PI,201512,49407438,709782,2106139,638016,1989395,67641,229719.0,469020.0,1448527.0,536661.0,1678246.0
PI,201601,49407438,682743,2052340,620856,1954355,64273,220727.0,454242.0,1419499.0,518515.0,1640226.0
PI,201602,49407438,685963,2058245,623161,1958740,63808,218996.0,456865.0,1425524.0,520673.0,1644520.0
PI,201603,49407438,690233,2065832,626261,1964426,63226,216266.0,460393.0,1433779.0,523619.0,1650045.0
PI,201604,49407438,694803,2074111,629624,1970699,62517,213448.0,464410.0,1443147.0,526927.0,1656595.0
PI,201605,49407438,698507,2081047,632306,1976041,61968,211043.0,467534.0,1450830.0,529502.0,1661873.0
PI,201606,49407438,701428,2082922,633457,1975010,63912,224969.0,475367.0,1470996.0,539279.0,1695965.0
PI,201607,49407438,704938,2088153,635177,1977156,63440,222590.0,475669.0,1469080.0,539109.0,1691670.0
PI,201608,49407438,707806,2091806,636387,1977892,61972,208951.0,467009.0,1439414.0,528981.0,1648365.0
PI,201609,49407438,710545,2095816,627867,1956018,62360,209412.0,466644.0,1436028.0,529004.0,1645440.0
PI,201610,49407438,712888,2098895,628010,1954478,63041,210847.0,464730.0,1427382.0,527771.0,1638229.0
PI,201611,49407438,714809,2101042,627335,1950978,63975,212775.0,462066.0,1417493.0,526041.0,1630268.0
PI,201612,49407438,676769,2006401,595089,1863551,59034,197062.0,443179.0,1366631.0,502213.0,1563693.0
PI,201701,49407438,678524,2008703,611519,1901667,56109,196156.0,454629.0,1398761.0,510738.0,1594917.0
PI,201702,49407438,681397,2013305,613551,1904941,55751,194374.0,456783.0,1403450.0,512534.0,1597824.0
PI,201703,49407438,684855,2018733,616124,1909002,55584,193176.0,459416.0,1408848.0,515000.0,1602024.0
PI,201704,49407438,689232,2024795,619324,1913095,55446,191555.0,462141.0,1412771.0,517587.0,1604326.0
PI,201705,49407438,688687,2019018,618047,1905902,54781,188589.0,461105.0,1406585.0,515886.0,1595174.0
PI,201706,49407438,692165,2021304,619912,1905497,55107,188884.0,460535.0,1398789.0,515642.0,1587673.0
PI,201707,49407438,695564,2025637,621639,1907083,55275,188792.0,461264.0,1397902.0,516539.0,1586694.0
PI,201708,49407438,699868,2032662,623916,1910542,55531,188722.0,462034.0,1397678.0,517565.0,1586400.0
PI,201709,49407438,648613,1903586,580522,1793207,48465,165031.0,440447.0,1346215.0,488912.0,1511246.0
PI,201710,49407438,655781,1916466,584841,1801490,48566,164544.0,443452.0,1351931.0,492018.0,1516475.0
PI,201711,49407438,662578,1928749,588484,1808865,48619,164172.0,445997.0,1357025.0,494616.0,1521197.0
PI,201712,49407438,670292,1942871,592083,1816409,48668,163886.0,447871.0,1359807.0,496539.0,1523693.0
PI,201801,49407438,676153,1953244,596161,1824803,48845,164264.0,448508.0,1357849.0,497353.0,1522113.0
PI,201802,49407438,682583,1965666,600207,1833259,48833,163708.0,451102.0,1362596.0,499935.0,1526304.0
PI,201803,49407438,664769,1918828,584858,1789270,45348,152194.0,443362.0,1341080.0,488710.0,1493274.0
PI,201804,49407438,671978,1931755,589598,1798345,45407,151851.0,447155.0,1348495.0,492562.0,1500346.0
PI,201805,49407438,681347,1948301,595856,1810067,45435,151224.0,452047.0,1357601.0,497482.0,1508825.0
PI,201806,49407438,687475,1958620,599711,1816744,45573,151385.0,453822.0,1358276.0,499395.0,1509661.0
PI,201807,49407438,691356,1963154,602122,1818987,46905,157459.0,455502.0,1358557.0,502407.0,1516016.0
PI,201808,49407438,665492,1894172,582954,1760917,44082,147897.0,450524.0,1344149.0,494606.0,1492046.0
PI,201809,49407438,671365,1902769,586630,1765984,44432,148535.0,452121.0,1343284.0,496553.0,1491819.0
PI,201810,49407438,679292,1916403,591994,1775564,43974,145598.0,454350.0,1343352.0,498324.0,1488950.0
PI,201811,49407438,685080,1925392,595385,1780877,44034,145394.0,456262.0,1344908.0,500296.0,1490302.0
PI,201812,49407438,670155,1882394,581219,1739824,41277,136673.0,449162.0,1326051.0,490439.0,1462724.0
PI,201901,49407438,676941,1895998,587516,1754967,41353,137491.0,452672.0,1335350.0,494025.0,1472841.0
PI,201902,49407438,683161,1908265,591643,1763823,41289,136819.0,455396.0,1340676.0,496685.0,1477495.0
PI,201903,49407438,688359,1917317,595087,1770083,41422,137269.0,456853.0,1340697.0,498275.0,1477966.0
PI,201904,49407438,680232,1897320,588344,1751537,39839,132359.0,453035.0,1330515.0,492874.0,1462874.0
PI,201905,49407438,686675,1909016,592964,1760356,39873,132072.0,456565.0,1336794.0,496438.0,1468866.0
PI,201906,49407438,693491,1921611,597420,1769278,39894,131714.0,459873.0,1343326.0,499767.0,1475040.0
PI,201907,49407438,698258,1929178,600151,1773724,39962,131676.0,461251.0,1344230.0,501213.0,1475906.0
PI,201908,49407438,704004,1938881,602821,1778299,40036,131703.0,461958.0,1343137.0,501994.0,1474840.0
PI,201909,49407438,686176,1887253,587036,1730729,37668,124292.0,455671.0,1325582.0,493339.0,1449874.0
PI,201910,49407438,695098,1906549,592292,1743322,37915,124899.0,458200.0,1330395.0,496115.0,1455294.0
PI,201911,49407438,701317,1920227,596207,1753087,37857,124589.0,460556.0,1335943.0,498413.0,1460532.0
PI,201912,49407438,707570,1933851,600057,1762598,37880,124412.0,462735.0,1341204.0,500615.0,1465616.0
PI,202001,49407438,711218,1941995,605400,1775023,37939,124444.0,463873.0,1344087.0,501812.0,1468531.0
PI,202002,49407438,695266,1903959,593057,1743655,36270,119039.0,460126.0,1336878.0,496396.0,1455917.0
PI,202003,49407438,700669,1915656,596870,1751661,36304,118878.0,461906.0,1341221.0,498210.0,1460099.0
PI,202004,49407438,702581,1918089,598250,1753258,36341,118718.0,462850.0,1342041.0,499191.0,1460759.0
PI,202005,49407438,705415,1921592,600755,1756351,36517,118870.0,464529.0,1343480.0,501046.0,1462350.0
PI,202006,49407438,708485,1927524,603336,1761518,36760,119249.0,465727.0,1345324.0,502487.0,1464573.0
PI,202007,49407438,712317,1934536,606618,1767636,37049,119652.0,467243.0,1347352.0,504292.0,1467004.0
PI,202008,49407438,716541,1941898,610172,1773894,37311,119892.0,469242.0,1350097.0,506553.0,1469989.0
PI,202009,49407438,719746,1944960,612768,1776093,37664,120388.0,470491.0,1349354.0,508155.0,1469742.0
PI,202010,49407438,723594,1950512,615748,1780301,37906,120528.0,472324.0,1351350.0,510230.0,1471878.0
PI,202011,49407438,706618,1911266,604514,1750243,36508,116298.0,467298.0,1339942.0,503806.0,1456240.0
PI,202012,49407438,710024,1917160,607172,1754967,36738,116480.0,469198.0,1343267.0,505936.0,1459747.0
PI,202104,49407438,728205,1944661,624638,1783507,36706,112798.0,482676.0,1366652.0,519382.0,1479450.0
PI,202105,49407438,732393,1950947,627988,1788686,36729,112004.0,485514.0,1371609.0,522243.0,1483613.0
PI,202106,49407438,736542,1957142,631110,1793390,36984,111938.0,487754.0,1375034.0,524738.0,1486972.0
PI,202107,49407438,741456,1964352,634721,1798663,37256,111757.0,490319.0,1378775.0,527575.0,1490532.0
PI,202108,49407438,745552,1970523,637589,1803009,37551,111914.0,492152.0,1381338.0,529703.0,1493252.0
PI,202109,49407438,749941,1976729,640759,1807503,37804,111865.0,494179.0,1383703.0,531983.0,1495568.0
PI,202110,49407438,754523,1983367,643979,1812177,38232,112268.0,496114.0,1385919.0,534346.0,1498187.0
PI,202111,49407438,769978,2003752,657033,1829318,39709,113379.0,506099.0,1399064.0,545808.0,1512443.0
PI,202112,49407438,779553,2017836,665098,1841183,40894,114718.0,512065.0,1407979.0,552959.0,1522697.0
PR,201401,164165836,1258162,3908532,1032337,3449687,305631,1123491.0,310741.0,1003912.0,616372.0,2127403.0
PR,201402,164165836,1266425,3924774,1034754,3452339,304353,1117346.0,310237.0,999166.0,614590.0,2116512.0
PR,201403,164165836,1279541,3951539,1039100,3458854,302390,1107094.0,308621.0,989133.0,611011.0,2096227.0
PR,201404,164165836,1287715,3966526,1040413,3458016,300190,1096866.0,306782.0,979562.0,606972.0,2076428.0
PR,201405,164165836,1295269,3979351,1041640,3457062,310856,1127039.0,334404.0,1075804.0,645260.0,2202843.0
PR,201406,164165836,1304699,3996139,1043268,3456628,309611,1120641.0,332640.0,1066183.0,642251.0,2186824.0
PR,201407,164165836,1308259,3997260,1041304,3445203,307349,1111037.0,330937.0,1057817.0,638286.0,2168854.0
PR,201408,164165836,1313286,4002989,1039683,3434795,304821,1100957.0,328735.0,1046948.0,633556.0,2147905.0
