UF,anomes,ibge,cadunico_tot_fam,cadunico_tot_pes,cadunico_tot_fam_rpc_ate_meio_sm,cadunico_tot_pes_rpc_ate_meio_sm,cadunico_tot_fam_pob,cadunico_tot_pes_pob,cadunico_tot_fam_ext_pob,cadunico_tot_pes_ext_pob,cadunico_tot_fam_pob_e_ext_pob,cadunico_tot_pes_pob_e_ext_pob
CE,202011,42449433,1842392,4996812,1549131,4509355,134347,414589.0,1055190.0,3043574.0,1189537.0,3458163.0
CE,202012,42449433,1853172,5015357,1557743,4524467,135378,416133.0,1060931.0,3053523.0,1196309.0,3469656.0
CE,202104,42449433,1898731,5090802,1603676,4607304,136478,409482.0,1091559.0,3109522.0,1228037.0,3519004.0
CE,202105,42449433,1909407,5107278,1612632,4621543,136515,407412.0,1098920.0,3122580.0,1235435.0,3529992.0
CE,202106,42449433,1921320,5126416,1622384,4637796,137243,407223.0,1105427.0,3133142.0,1242670.0,3540365.0
CE,202107,42449433,1938744,5153339,1636266,4659661,138536,407456.0,1114550.0,3147071.0,1253086.0,3554527.0
CE,202108,42449433,1952869,5175101,1647079,4676456,139623,407448.0,1121304.0,3156862.0,1260927.0,3564310.0
CE,202109,42449433,1967364,5197493,1658278,4693883,140801,407662.0,1128374.0,3166942.0,1269175.0,3574604.0
CE,202110,42449433,1984624,5222890,1671650,4713488,141886,407348.0,1136884.0,3177759.0,1278770.0,3585107.0
CE,202111,42449433,2024852,5279958,1705136,4760445,145827,409488.0,1161052.0,3211035.0,1306879.0,3620523.0
CE,202112,42449433,2044908,5308747,1721807,4784185,149210,413787.0,1172354.0,3227078.0,1321564.0,3640865.0
DF,201401,530010,251170,826850,227872,780423,70527,267168.0,74525.0,253775.0,145052.0,520943.0
DF,201402,530010,252122,828153,228496,781136,70558,266945.0,74761.0,253565.0,145319.0,520510.0
DF,201403,530010,254008,831633,229711,783459,70556,266351.0,75339.0,254726.0,145895.0,521077.0
DF,201404,530010,254754,832589,229938,783511,70395,265457.0,75531.0,255035.0,145926.0,520492.0
DF,201405,530010,255428,833691,230219,783906,72279,268751.0,83089.0,282846.0,155368.0,551597.0
DF,201406,530010,257248,837559,231589,786986,72401,268467.0,83639.0,283902.0,156040.0,552369.0
DF,201407,530010,258224,839324,232166,787951,72511,268563.0,83834.0,283966.0,156345.0,552529.0
DF,201408,530010,259192,840596,232504,787971,72354,267420.0,83917.0,283789.0,156271.0,551209.0
DF,201409,530010,259972,838399,232777,784912,72162,265261.0,83974.0,282236.0,156136.0,547497.0
DF,201410,530010,262383,846746,234269,791442,72293,266305.0,84681.0,284940.0,156974.0,551245.0
DF,201411,530010,264242,850555,235354,793888,72440,266341.0,85181.0,286044.0,157621.0,552385.0
DF,201412,530010,265856,853998,236294,796104,72515,266313.0,85703.0,287324.0,158218.0,553637.0
DF,201501,530010,236098,748432,210875,703251,59915,221677.0,72637.0,238071.0,132552.0,459748.0
DF,201502,530010,237049,750425,211539,704714,60030,221881.0,72857.0,238382.0,132887.0,460263.0
DF,201503,530010,238116,752613,212240,706187,60112,221852.0,73190.0,239082.0,133302.0,460934.0
DF,201504,530010,239263,755251,213055,708211,60270,222153.0,73560.0,239962.0,133830.0,462115.0
DF,201505,530010,240821,758599,214009,710431,60311,221997.0,74085.0,241192.0,134396.0,463189.0
DF,201506,530010,241333,759313,214190,710479,60128,221106.0,73871.0,240023.0,133999.0,461129.0
DF,201507,530010,228117,716469,201476,668120,56159,206568.0,68361.0,220335.0,124520.0,426903.0
DF,201508,530010,229742,720126,202338,670192,56074,205850.0,68431.0,219937.0,124505.0,425787.0
DF,201509,530010,230910,722523,202946,671492,56010,205232.0,68423.0,219519.0,124433.0,424751.0
DF,201510,530010,231897,724237,203401,672151,55856,204475.0,68463.0,219089.0,124319.0,423564.0
DF,201511,530010,232468,724980,203570,672104,55736,203817.0,68361.0,218472.0,124097.0,422289.0
DF,201512,530010,233888,727450,204148,673069,55529,202648.0,68429.0,218217.0,123958.0,420865.0
DF,201601,530010,214723,673957,191197,633627,51574,188976.0,63030.0,204757.0,114604.0,393733.0
DF,201602,530010,216537,677641,192135,635797,51511,188502.0,63248.0,204921.0,114759.0,393423.0
DF,201603,530010,218055,680722,193131,637884,51406,187776.0,63889.0,206419.0,115295.0,394195.0
DF,201604,530010,219571,683803,194106,639983,51145,186541.0,64651.0,208315.0,115796.0,394856.0
DF,201605,530010,220677,686168,194772,641510,51040,185873.0,65262.0,210086.0,116302.0,395959.0
DF,201606,530010,222419,689907,196061,644468,53821,196356.0,71011.0,230634.0,124832.0,426990.0
DF,201607,530010,224564,694530,197597,648009,53733,195712.0,72184.0,233514.0,125917.0,429226.0
DF,201608,530010,225972,697202,198485,649765,51090,184598.0,67315.0,214667.0,118405.0,399265.0
DF,201609,530010,227767,700822,193524,637253,51152,184362.0,67974.0,215980.0,119126.0,400342.0
DF,201610,530010,230110,705535,194913,640294,51225,184079.0,68669.0,217106.0,119894.0,401185.0
DF,201611,530010,230849,706726,195272,640863,51202,183904.0,68963.0,217628.0,120165.0,401532.0
DF,201612,530010,184168,569696,155537,516510,42041,152546.0,62347.0,197683.0,104388.0,350229.0
DF,201701,530010,185388,572384,163342,535479,42507,155322.0,67619.0,216032.0,110126.0,371354.0
DF,201702,530010,186319,574213,163982,536807,42410,154808.0,68002.0,216824.0,110412.0,371632.0
DF,201703,530010,187252,576122,164664,538268,42380,154497.0,68426.0,217704.0,110806.0,372201.0
DF,201704,530010,188873,579677,165907,541091,42376,154151.0,69235.0,219689.0,111611.0,373840.0
DF,201705,530010,190518,583378,167269,544278,42480,154168.0,70179.0,221990.0,112659.0,376158.0
DF,201706,530010,192276,586982,168681,547224,42506,153757.0,70857.0,223137.0,113363.0,376894.0
DF,201707,530010,194025,590625,170062,550156,42379,152735.0,71637.0,224701.0,114016.0,377436.0
DF,201708,530010,195340,593311,171064,552222,42422,152514.0,72196.0,225874.0,114618.0,378388.0
DF,201709,530010,166292,501078,144850,465282,34187,121927.0,65928.0,206628.0,100115.0,328555.0
DF,201710,530010,169134,507902,147020,470834,34227,121691.0,67312.0,210207.0,101539.0,331898.0
DF,201711,530010,171359,513168,148641,475052,34258,121510.0,68477.0,213320.0,102735.0,334830.0
DF,201712,530010,174051,519223,150405,479650,34320,121415.0,69601.0,216380.0,103921.0,337795.0
DF,201801,530010,175780,523014,151923,483538,34289,121033.0,70136.0,217750.0,104425.0,338783.0
DF,201802,530010,177147,525748,152822,485493,34181,120448.0,70690.0,218987.0,104871.0,339435.0
DF,201803,530010,165241,488826,141953,450104,30208,105778.0,67642.0,209585.0,97850.0,315363.0
DF,201804,530010,165964,490359,142506,451295,30208,105639.0,68088.0,210609.0,98296.0,316248.0
DF,201805,530010,166637,491823,142976,452361,30223,105533.0,68437.0,211443.0,98660.0,316976.0
DF,201806,530010,168301,495504,144230,455337,30301,105528.0,69214.0,213263.0,99515.0,318791.0
DF,201807,530010,170028,499373,145529,458466,30692,106937.0,71057.0,219114.0,101749.0,326051.0
DF,201808,530010,154926,455132,133781,420254,28143,97744.0,69879.0,215329.0,98022.0,313073.0
DF,201809,530010,156875,459443,135314,423759,28297,97937.0,70602.0,216720.0,98899.0,314657.0
DF,201810,530010,159648,465416,137155,428153,28420,97862.0,70228.0,214029.0,98648.0,311891.0
DF,201811,530010,162163,470550,138614,431672,28547,98098.0,70769.0,215002.0,99316.0,313100.0
DF,201812,530010,148848,428097,125748,390867,24457,83545.0,67114.0,204648.0,91571.0,288193.0
DF,201901,530010,152603,435606,127896,396743,24433,83468.0,68403.0,208731.0,92836.0,292199.0
DF,201902,530010,154734,440355,129315,400368,24559,83724.0,69143.0,210491.0,93702.0,294215.0
DF,201903,530010,156259,443765,130423,403028,24567,83664.0,69815.0,211960.0,94382.0,295624.0
DF,201904,530010,151270,429603,125720,389294,22999,78308.0,67776.0,206411.0,90775.0,284719.0
DF,201905,530010,154278,436836,128032,395307,23212,78784.0,69120.0,209605.0,92332.0,288389.0
DF,201906,530010,158280,446491,131172,403601,23571,79627.0,71091.0,214613.0,94662.0,294240.0
DF,201907,530010,162262,455209,133983,410584,23798,80073.0,72822.0,218786.0,96620.0,298859.0
DF,201908,530010,167872,467672,137777,420358,24059,80527.0,75078.0,224348.0,99137.0,304875.0
DF,201909,530010,158948,435674,128976,389379,21307,70253.0,73147.0,217275.0,94454.0,287528.0
DF,201910,530010,164380,448092,132718,399242,21685,71189.0,75442.0,222995.0,97127.0,294184.0
DF,201911,530010,167453,454848,134722,404437,21836,71523.0,76699.0,226143.0,98535.0,297666.0
DF,201912,530010,170094,460653,136260,408575,21935,71767.0,77440.0,228074.0,99375.0,299841.0
DF,202001,530010,171969,464680,138599,414256,22028,72044.0,77947.0,229387.0,99975.0,301431.0
DF,202002,530010,164970,444029,132439,396150,20764,67950.0,77060.0,227191.0,97824.0,295141.0
DF,202003,530010,167523,449639,134210,400341,20893,68238.0,77928.0,229382.0,98821.0,297620.0
DF,202004,530010,167759,450014,134330,400592,20904,68245.0,77987.0,229475.0,98891.0,297720.0
DF,202005,530010,167752,449759,134321,400338,20889,68179.0,78006.0,229358.0,98895.0,297537.0
DF,202006,530010,168014,450227,134517,400714,20893,68169.0,78151.0,229624.0,99044.0,297793.0
DF,202007,530010,168790,451723,135043,401837,20925,68238.0,78447.0,230099.0,99372.0,298337.0
DF,202008,530010,170081,454344,135924,403832,20993,68384.0,78986.0,231105.0,99979.0,299489.0
DF,202009,530010,170937,455971,136562,405131,21004,68323.0,79454.0,231994.0,100458.0,300317.0
DF,202010,530010,171955,458072,137353,406884,21075,68485.0,80007.0,233145.0,101082.0,301630.0
DF,202011,530010,160947,429457,128891,382569,19198,62546.0,77454.0,226341.0,96652.0,288887.0
DF,202012,530010,161573,430650,129421,383639,19267,62669.0,77778.0,226919.0,97045.0,289588.0
DF,202105,530010,174139,462156,141622,414959,20206,64634.0,86033.0,247828.0,106239.0,312462.0
DF,202106,530010,177979,471454,145070,423523,20654,65738.0,88162.0,252819.0,108816.0,318557.0
DF,202107,530010,182753,483575,149353,434585,21133,66951.0,90788.0,259162.0,111921.0,326113.0
DF,202108,530010,186865,493892,153119,444217,21589,68039.0,93143.0,264856.0,114732.0,332895.0
DF,202109,530010,190638,503150,156573,452849,22029,69024.0,95243.0,269878.0,117272.0,338902.0
DF,202110,530010,193978,510993,159596,460194,22345,69658.0,97228.0,274471.0,119573.0,344129.0
DF,202111,530010,199088,522847,164165,471113,22836,70670.0,99997.0,280606.0,122833.0,351276.0
DF,202112,530010,200983,527099,165861,475076,23057,71157.0,101042.0,282822.0,124099.0,353979.0
ES,201401,24982636,456673,1468442,397968,1352504,120629,448698.0,152559.0,505557.0,273188.0,954255.0
ES,201402,24982636,464576,1485572,400878,1359058,120615,447933.0,152251.0,502991.0,272866.0,950924.0
ES,201403,24982636,469062,1494652,402830,1362549,120527,446788.0,151664.0,499070.0,272191.0,945858.0
ES,201404,24982636,471582,1499108,403516,1362943,119948,443800.0,150899.0,495341.0,270847.0,939141.0
ES,201405,24982636,474150,1503642,404281,1363444,120009,440622.0,164369.0,542767.0,284378.0,983389.0
ES,201406,24982636,478343,1512238,406068,1366944,120143,440240.0,164123.0,540465.0,284266.0,980705.0
ES,201407,24982636,480155,1514564,406401,1365994,119948,438809.0,163514.0,537207.0,283462.0,976016.0
ES,201408,24982636,483725,1521188,407687,1367608,119916,438213.0,163047.0,533634.0,282963.0,971847.0
ES,201409,24982636,486078,1519879,407778,1361851,119838,435915.0,161719.0,526547.0,281557.0,962462.0
ES,201410,24982636,488661,1527218,408138,1364153,119475,435344.0,161154.0,524330.0,280629.0,959674.0
ES,201411,24982636,490599,1530587,408697,1364457,119325,434492.0,160850.0,522305.0,280175.0,956797.0
ES,201412,24982636,493328,1536060,409779,1366267,119328,434292.0,160600.0,520322.0,279928.0,954614.0
ES,201501,24982636,447870,1383163,372626,1234674,100321,366626.0,144584.0,464306.0,244905.0,830932.0
ES,201502,24982636,450805,1389630,374060,1237914,100394,366453.0,144639.0,463752.0,245033.0,830205.0
ES,201503,24982636,454491,1398295,375935,1242660,100692,366983.0,144090.0,461144.0,244782.0,828127.0
ES,201504,24982636,457244,1404212,377340,1245738,101037,367446.0,143562.0,458399.0,244599.0,825845.0
ES,201505,24982636,461078,1412845,379351,1250542,101089,366955.0,143582.0,457443.0,244671.0,824398.0
ES,201506,24982636,463636,1418325,380533,1253013,100972,365970.0,142821.0,453911.0,243793.0,819881.0
ES,201507,24982636,445132,1359765,363684,1196142,95351,344576.0,136015.0,431146.0,231366.0,775722.0
ES,201508,24982636,448561,1367945,365192,1199913,95303,343771.0,135015.0,426619.0,230318.0,770390.0
ES,201509,24982636,451051,1373397,366370,1202484,95286,342911.0,134061.0,422740.0,229347.0,765651.0
ES,201510,24982636,453629,1379220,367868,1205882,95451,342923.0,133665.0,420392.0,229116.0,763315.0
ES,201511,24982636,456168,1384882,369405,1209458,95579,342772.0,133628.0,419612.0,229207.0,762384.0
ES,201512,24982636,459492,1393361,371323,1214863,95701,342632.0,133741.0,419600.0,229442.0,762232.0
ES,201601,24982636,434451,1328342,359792,1183313,90577,325777.0,122829.0,392738.0,213406.0,718515.0
ES,201602,24982636,436628,1333237,360978,1186175,90786,326213.0,123366.0,394020.0,214152.0,720233.0
ES,201603,24982636,440122,1341386,362989,1191335,90726,325640.0,124401.0,396809.0,215127.0,722449.0
ES,201604,24982636,444591,1351114,365579,1197451,90719,324973.0,125558.0,399338.0,216277.0,724311.0
ES,201605,24982636,447570,1357570,367546,1201973,90677,324257.0,126716.0,402154.0,217393.0,726411.0
ES,201606,24982636,450483,1364041,369103,1205527,95325,342264.0,136514.0,437434.0,231839.0,779698.0
ES,201607,24982636,453703,1371859,370960,1210461,95131,341022.0,137188.0,439074.0,232319.0,780096.0
ES,201608,24982636,456262,1377638,372305,1213536,90381,321305.0,128105.0,404761.0,218486.0,726066.0
ES,201609,24982636,458828,1383232,358038,1175806,90455,320915.0,128555.0,405410.0,219010.0,726325.0
ES,201610,24982636,462172,1390796,359193,1178377,90367,319722.0,128706.0,404646.0,219073.0,724368.0
ES,201611,24982636,464188,1395362,359795,1179730,90398,319349.0,128442.0,403032.0,218840.0,722381.0
ES,201612,24982636,430497,1301974,333555,1099493,84025,297241.0,120909.0,380499.0,204934.0,677740.0
ES,201701,24982636,432784,1307085,356513,1159677,87266,310505.0,130740.0,415124.0,218006.0,725629.0
ES,201702,24982636,434156,1309763,357388,1161257,87277,310320.0,131301.0,416184.0,218578.0,726504.0
ES,201703,24982636,436582,1315023,359043,1164965,87338,309933.0,132492.0,419228.0,219830.0,729161.0
ES,201704,24982636,440338,1323558,361664,1171083,87345,309096.0,134326.0,424048.0,221671.0,733144.0
ES,201705,24982636,444186,1331833,364221,1176936,87414,308478.0,135646.0,426883.0,223060.0,735361.0
ES,201706,24982636,447185,1337779,365888,1180224,87173,306715.0,135978.0,426492.0,223151.0,733207.0
ES,201707,24982636,450524,1344148,367635,1183407,86932,305173.0,136829.0,427922.0,223761.0,733095.0
ES,201708,24982636,454892,1353438,370088,1189063,87001,304557.0,138032.0,430414.0,225033.0,734971.0
ES,201709,24982636,392573,1168512,320133,1030119,74550,260660.0,126593.0,397126.0,201143.0,657786.0
ES,201710,24982636,400143,1185313,324511,1041335,74882,261142.0,129166.0,403622.0,204048.0,664764.0
ES,201711,24982636,406671,1199331,328087,1050216,74981,260948.0,131469.0,409444.0,206450.0,670392.0
ES,201712,24982636,415626,1217715,331657,1059659,74748,259799.0,133654.0,415129.0,208402.0,674928.0
ES,201801,24982636,422687,1232931,336075,1071431,74764,259561.0,135260.0,418852.0,210024.0,678413.0
ES,201802,24982636,426986,1242883,338792,1078035,74839,259480.0,136996.0,422912.0,211835.0,682392.0
ES,201803,24982636,408292,1185856,322169,1023375,68862,237672.0,133321.0,410763.0,202183.0,648435.0
ES,201804,24982636,416956,1207383,327390,1037448,69290,238485.0,135569.0,416348.0,204859.0,654833.0
ES,201805,24982636,425961,1229344,333347,1053053,69859,239693.0,138797.0,424408.0,208656.0,664101.0
ES,201806,24982636,432672,1245956,337893,1065350,70265,240507.0,141110.0,430422.0,211375.0,670929.0
ES,201807,24982636,437447,1257542,341066,1073659,72137,246928.0,144783.0,442191.0,216920.0,689119.0
ES,201808,24982636,409260,1176248,320466,1007906,68356,233978.0,142716.0,436019.0,211072.0,669997.0
ES,201809,24982636,416646,1193411,325097,1019517,68806,234622.0,144387.0,439098.0,213193.0,673720.0
ES,201810,24982636,426425,1215978,331135,1034770,68419,232242.0,144414.0,435120.0,212833.0,667362.0
ES,201811,24982636,432658,1229746,334699,1043366,68849,233256.0,145438.0,436387.0,214287.0,669643.0
ES,201812,24982636,414733,1175825,319901,996067,64589,218689.0,141926.0,426091.0,206515.0,644780.0
ES,201901,24982636,421877,1192393,326480,1014459,65625,221912.0,145902.0,438470.0,211527.0,660382.0
ES,201902,24982636,428687,1208151,330876,1025551,66067,222964.0,148142.0,443608.0,214209.0,666572.0
ES,201903,24982636,434604,1221996,334829,1035359,66450,223664.0,149946.0,447477.0,216396.0,671141.0
ES,201904,24982636,430989,1211769,331492,1024979,64970,218461.0,149069.0,444904.0,214039.0,663365.0
ES,201905,24982636,438866,1230106,336331,1037166,65432,219482.0,151174.0,449429.0,216606.0,668911.0
ES,201906,24982636,447034,1249201,341227,1049633,65984,221226.0,153341.0,453776.0,219325.0,675002.0
ES,201907,24982636,453362,1263114,344891,1058488,66470,222384.0,154715.0,456194.0,221185.0,678578.0
ES,201908,24982636,461664,1281463,349552,1069753,67061,223787.0,156222.0,458670.0,223283.0,682457.0
ES,201909,24982636,441615,1216926,332393,1012220,63214,210652.0,152815.0,447339.0,216029.0,657991.0
ES,201910,24982636,451785,1241121,338602,1028414,63980,212735.0,155477.0,453290.0,219457.0,666025.0
ES,201911,24982636,458775,1257636,342961,1039917,64364,213570.0,157614.0,458535.0,221978.0,672105.0
ES,201912,24982636,465352,1273464,346947,1050684,64697,214364.0,159536.0,463238.0,224233.0,677602.0
ES,202001,24982636,468899,1281455,354010,1068007,64816,214614.0,160458.0,465392.0,225274.0,680006.0
ES,202002,24982636,454747,1238133,342850,1033838,62612,207325.0,159239.0,461806.0,221851.0,669131.0
ES,202003,24982636,461521,1254006,347185,1043756,62917,208062.0,160746.0,465379.0,223663.0,673441.0
ES,202004,24982636,463878,1259275,348708,1047366,63073,208386.0,161358.0,466631.0,224431.0,675017.0
ES,202005,24982636,469297,1271656,352975,1057642,63801,210171.0,162941.0,469909.0,226742.0,680080.0
ES,202006,24982636,475162,1285225,357516,1068445,64353,211405.0,164878.0,474023.0,229231.0,685428.0
ES,202007,24982636,480329,1296525,361546,1077389,64894,212438.0,166750.0,477705.0,231644.0,690143.0
ES,202008,24982636,486845,1311194,366570,1089093,65438,213490.0,169253.0,482971.0,234691.0,696461.0
ES,202009,24982636,491871,1322119,370415,1097611,65882,214352.0,170899.0,485836.0,236781.0,700188.0
ES,202010,24982636,498690,1337093,375090,1108249,66299,215128.0,172865.0,489373.0,239164.0,704501.0
ES,202011,24982636,481051,1288818,363217,1071358,63611,206289.0,170373.0,481985.0,233984.0,688274.0
ES,202012,24982636,486260,1300264,366974,1079863,64016,206954.0,172121.0,485515.0,236137.0,692469.0
ES,202104,24982636,508221,1345703,388861,1129137,66058,210545.0,181637.0,504697.0,247695.0,715242.0
ES,202105,24982636,515360,1361446,394484,1141855,66737,211799.0,184542.0,510789.0,251279.0,722588.0
ES,202106,24982636,522541,1377502,399816,1154122,67396,213142.0,187182.0,516143.0,254578.0,729285.0
ES,202107,24982636,531026,1395303,405931,1167321,68104,214373.0,190118.0,521518.0,258222.0,735891.0
ES,202108,24982636,538524,1410644,410878,1177686,68852,215927.0,192071.0,524676.0,260923.0,740603.0
ES,202109,24982636,544285,1422000,414668,1185465,69456,217269.0,193552.0,526643.0,263008.0,743912.0
ES,202110,24982636,550893,1434796,419125,1194385,70123,218647.0,195265.0,529045.0,265388.0,747692.0
ES,202111,24982636,565118,1462376,429603,1215416,71901,222023.0,199617.0,535905.0,271518.0,757928.0
ES,202112,24982636,573024,1477589,435700,1227399,72977,223947.0,202187.0,539900.0,275164.0,763847.0
GO,201401,128198764,826947,2504555,696426,2287389,208546,744315.0,287621.0,941533.0,496167.0,1685848.0
GO,201402,128198764,837025,2524147,701813,2298607,209170,744879.0,287100.0,936777.0,496270.0,1681656.0
GO,201403,128198764,847776,2545891,707936,2312123,210113,746352.0,286556.0,931293.0,496669.0,1677645.0
GO,201404,128198764,856751,2563621,712143,2321056,210265,745099.0,285453.0,925302.0,495718.0,1670401.0
GO,201405,128198764,845721,2519333,698557,2272405,201299,705377.0,303079.0,985227.0,504378.0,1690604.0
GO,201406,128198764,852338,2529813,700767,2275246,201364,704893.0,301571.0,977095.0,502935.0,1681988.0
GO,201407,128198764,858794,2542637,704163,2282959,202538,708351.0,301441.0,974515.0,503979.0,1682866.0
GO,201408,128198764,867541,2560531,708801,2293838,203925,712445.0,301738.0,972766.0,505663.0,1685211.0
GO,201409,128198764,875344,2572426,712744,2299504,205106,714773.0,301602.0,968892.0,506708.0,1683665.0
GO,201410,128198764,881480,2588215,715444,2308855,205928,718340.0,301313.0,967380.0,507241.0,1685720.0
GO,201411,128198764,885082,2594684,716580,2311049,206432,719895.0,300365.0,962929.0,506797.0,1682824.0
GO,201412,128198764,889130,2600822,717802,2312112,206881,720626.0,298938.0,956730.0,505819.0,1677356.0
GO,201501,128198764,813418,2378337,659394,2125478,176329,622320.0,274175.0,874583.0,450504.0,1496903.0
GO,201502,128198764,820187,2393350,662936,2134643,177390,625363.0,273349.0,870476.0,450739.0,1495839.0
GO,201503,128198764,827755,2409297,666429,2143304,178465,628154.0,271739.0,863480.0,450204.0,1491634.0
GO,201504,128198764,832516,2419188,668945,2149206,179625,631458.0,270584.0,858522.0,450209.0,1489980.0
GO,201505,128198764,840265,2435353,672868,2158864,180604,634022.0,269380.0,852720.0,449984.0,1486742.0
GO,201506,128198764,846072,2446117,675023,2162494,180583,632523.0,265386.0,836621.0,445969.0,1469144.0
GO,201507,128198764,807145,2326641,639207,2045888,167457,584869.0,249905.0,785394.0,417362.0,1370263.0
GO,201508,128198764,813430,2340334,641666,2052516,168219,586691.0,247286.0,775429.0,415505.0,1362120.0
GO,201509,128198764,820244,2354095,644707,2059541,169335,589517.0,245167.0,767076.0,414502.0,1356593.0
GO,201510,128198764,826890,2367720,648094,2067138,170468,592223.0,243448.0,759894.0,413916.0,1352117.0
GO,201511,128198764,833132,2379846,651093,2073725,171225,593585.0,242995.0,757250.0,414220.0,1350835.0
GO,201512,128198764,839801,2393225,654006,2080302,172006,595498.0,242958.0,755871.0,414964.0,1351369.0
GO,201601,128198764,782562,2258494,626696,2007197,162974,567340.0,222050.0,708007.0,385024.0,1275347.0
GO,201602,128198764,788647,2271547,630063,2015576,163438,568232.0,223939.0,712908.0,387377.0,1281140.0
GO,201603,128198764,795800,2287282,634592,2026889,164476,570832.0,225938.0,717760.0,390414.0,1288592.0
GO,201604,128198764,804070,2305697,639818,2039962,165294,572864.0,228257.0,723294.0,393551.0,1296158.0
GO,201605,128198764,810331,2319449,643756,2049725,165883,574076.0,229892.0,727203.0,395775.0,1301279.0
GO,201606,128198764,817918,2333889,647392,2057118,170860,594590.0,246334.0,783037.0,417194.0,1377627.0
GO,201607,128198764,825274,2348611,651239,2065856,170984,593849.0,246916.0,782993.0,417900.0,1376842.0
GO,201608,128198764,830581,2358940,653713,2070850,166588,572929.0,228851.0,718349.0,395439.0,1291278.0
GO,201609,128198764,833710,2364257,625979,2003225,166670,571827.0,228139.0,714846.0,394809.0,1286673.0
GO,201610,128198764,838481,2372762,625729,2001230,166934,571495.0,225694.0,705006.0,392628.0,1276501.0
GO,201611,128198764,842098,2378276,625519,1999758,167544,572207.0,223592.0,697231.0,391136.0,1269438.0
GO,201612,128198764,788170,2241214,585778,1883177,159076,543009.0,207768.0,651417.0,366844.0,1194426.0
GO,201701,128198764,791633,2249067,627504,1983870,162351,559522.0,226803.0,715221.0,389154.0,1274743.0
GO,201702,128198764,797896,2261767,631185,1991623,162956,560258.0,228627.0,719702.0,391583.0,1279960.0
GO,201703,128198764,806709,2280065,636918,2004842,164075,562402.0,230460.0,723516.0,394535.0,1285918.0
GO,201704,128198764,819726,2306226,644857,2022559,165180,563644.0,232840.0,728482.0,398020.0,1292126.0
GO,201705,128198764,830270,2326924,651137,2036088,165645,563072.0,233610.0,728097.0,399255.0,1291169.0
GO,201706,128198764,838637,2342437,655894,2045055,166840,564505.0,231734.0,719051.0,398574.0,1283556.0
GO,201707,128198764,847387,2359493,660778,2055506,167978,566626.0,231982.0,717790.0,399960.0,1284416.0
GO,201708,128198764,856233,2377057,665702,2066200,169143,568911.0,232339.0,716748.0,401482.0,1285659.0
GO,201709,128198764,763038,2122993,594327,1848859,151867,509492.0,215288.0,669534.0,367155.0,1179026.0
GO,201710,128198764,778339,2153741,602023,1867886,153321,512877.0,217558.0,674858.0,370879.0,1187735.0
GO,201711,128198764,790369,2176116,606838,1879639,153856,513804.0,219297.0,679152.0,373153.0,1192956.0
GO,201712,128198764,807198,2207121,612903,1894338,154183,513777.0,221178.0,683455.0,375361.0,1197232.0
GO,201801,128198764,818011,2228489,619083,1910427,154297,513248.0,221777.0,684045.0,376074.0,1197293.0
GO,201802,128198764,826740,2246854,623700,1921303,154883,513709.0,224030.0,689911.0,378913.0,1203620.0
GO,201803,128198764,797861,2167734,598962,1846630,146416,483958.0,216218.0,667353.0,362634.0,1151311.0
GO,201804,128198764,808516,2190660,605801,1862772,147444,486459.0,218732.0,672349.0,366176.0,1158808.0
GO,201805,128198764,822239,2220671,614630,1884020,148675,489185.0,222575.0,681479.0,371250.0,1170664.0
GO,201806,128198764,830766,2238553,619897,1896346,149379,490631.0,223870.0,683338.0,373249.0,1173969.0
GO,201807,128198764,837720,2252069,624223,1905265,152469,501073.0,228355.0,696070.0,380824.0,1197143.0
GO,201808,128198764,780521,2097186,583307,1778872,144659,474515.0,222737.0,679830.0,367396.0,1154345.0
GO,201809,128198764,792284,2122464,590546,1796355,145926,477438.0,223949.0,680244.0,369875.0,1157682.0
GO,201810,128198764,804112,2147572,597708,1813185,144895,472189.0,222003.0,669267.0,366898.0,1141456.0
GO,201811,128198764,813221,2165334,602054,1823269,145230,472490.0,222820.0,669736.0,368050.0,1142226.0
GO,201812,128198764,775396,2057046,571407,1728770,136530,444445.0,215483.0,647478.0,352013.0,1091923.0
GO,201901,128198764,787450,2081754,580307,1752691,138449,451052.0,221745.0,666922.0,360194.0,1117974.0
GO,201902,128198764,799506,2109051,587436,1770983,139355,453047.0,224382.0,673221.0,363737.0,1126268.0
GO,201903,128198764,808582,2129770,593257,1785713,140336,455630.0,225842.0,675422.0,366178.0,1131052.0
GO,201904,128198764,796889,2097064,582372,1753478,135661,440268.0,222906.0,667289.0,358567.0,1107557.0
GO,201905,128198764,806245,2117210,587877,1766928,136122,441368.0,225507.0,672791.0,361629.0,1114159.0
GO,201906,128198764,817844,2142193,594630,1784060,137037,443476.0,228600.0,680175.0,365637.0,1123651.0
GO,201907,128198764,826908,2159437,598951,1793727,137268,443634.0,229678.0,681281.0,366946.0,1124915.0
GO,201908,128198764,840706,2187697,604580,1807771,137536,443841.0,231145.0,683377.0,368681.0,1127218.0
GO,201909,128198764,799336,2060458,568774,1693291,128445,413937.0,225848.0,667087.0,354293.0,1081024.0
GO,201910,128198764,814028,2092452,576241,1712891,129397,416396.0,228513.0,673353.0,357910.0,1089749.0
GO,201911,128198764,824543,2115658,581698,1727456,129875,417336.0,231064.0,680112.0,360939.0,1097448.0
GO,201912,128198764,837302,2144473,588313,1745227,130404,418604.0,233761.0,687225.0,364165.0,1105829.0
